aficionado_id,segmento,cluster,tramo_edad,sexo,tipo_abono,antiguedad_anios,provincia,sesiones_totales,duracion_media_min,tasa_apertura_notif,compras_totales,gasto_total_eur,plataformas_seguidas,interacciones_rrss,F_valor,F_ewom,F_info
AF-A7795441E2,Aficionado latente,0,25-34,Hombre,Abonado,4.0,Barcelona,152,6.181136363636364,0.2621359223300971,2,0.0,1,14,2.5,3.25,3.5
AF-411A35070F,Aficionado latente,0,25-34,Mujer,Abonado,2.0,Pontevedra,10,0.8277272727272728,0.06382978723404255,0,0.0,4,59,4.5,3.75,3.5
AF-BC7AF3562A,Aficionado latente,0,55+,Mujer,Abonado,3.0,A Coruña,65,3.2786363636363633,0.18396226415094338,1,0.0,1,53,4.5,3.5,3.0
AF-2773ADC12A,Comprador de servicios,1,45-54,Mujer,No socio,12.0,Otras,366,8.281590909090909,0.5647668393782384,11,32.15,1,27,5.25,4.5,4.5
AF-11372DB658,Aficionado latente,0,35-44,Hombre,No socio,7.0,A Coruña,25,1.7359090909090908,0.06735751295336788,0,0.0,1,31,4.5,3.25,2.5
AF-FF0A5628C3,Hincha digital intensivo,3,35-44,Hombre,Socio digital,8.0,Madrid,361,9.344318181818181,0.6026200873362445,9,21.86,2,211,5.5,6.25,4.5
AF-CCC266A90D,Comprador de servicios,1,55+,Hombre,Abonado,14.0,A Coruña,382,8.004999999999999,0.6527777777777778,8,79.78999999999999,1,7,5.25,5.25,4.5
AF-45E34ED468,Comprador de servicios,1,45-54,Mujer,Abonado,4.0,Madrid,441,9.473863636363635,0.6683417085427136,7,27.96,3,123,5.5,3.25,5.5
AF-EF380CD6EF,Seguidor social,2,35-44,Mujer,No socio,7.0,A Coruña,78,5.294545454545455,0.2985781990521327,2,0.0,3,52,4.5,3.5,3.0
AF-7A61605A98,Comprador de servicios,1,55+,Hombre,Socio digital,5.0,A Coruña,443,11.750681818181818,0.7289719626168224,7,144.2,3,66,5.5,2.5,4.0
AF-3769394122,Seguidor social,2,55+,Mujer,Socio digital,15.0,A Coruña,146,5.3725,0.34418604651162793,2,0.0,2,102,5.0,3.75,5.0
AF-EAB0CDA669,Aficionado latente,0,45-54,Mujer,No socio,21.0,Madrid,88,4.008181818181819,0.2772727272727273,2,0.0,3,84,3.75,2.5,3.0
AF-A07E59016D,Aficionado latente,0,35-44,Hombre,No socio,8.0,A Coruña,76,3.8745454545454545,0.2081447963800905,1,0.0,2,46,3.25,2.25,3.5
AF-DB248B5054,Comprador de servicios,1,35-44,Hombre,No socio,14.0,A Coruña,300,7.385,0.5396039603960396,7,109.50999999999999,1,35,4.0,3.0,4.5
AF-57A3CA65E8,Aficionado latente,0,18-24,Hombre,Socio digital,4.0,A Coruña,93,4.89,0.27,1,0.0,1,9,3.75,2.0,1.5
AF-DC91E7DC07,Seguidor social,2,35-44,Mujer,Socio digital,9.0,Pontevedra,84,4.630227272727272,0.23737373737373738,2,28.54,3,115,4.0,4.0,2.5
AF-EB0C8B61A0,Seguidor social,2,55+,Hombre,Socio digital,11.0,Madrid,103,5.8175,0.32727272727272727,1,9.16,3,20,3.75,3.25,3.5
AF-5CEC3B7B77,Seguidor social,2,45-54,Mujer,Socio digital,6.0,Asturias,136,5.044545454545455,0.3939393939393939,2,29.659999999999997,2,42,3.5,3.0,3.5
AF-31D143245D,Comprador de servicios,1,35-44,Hombre,Abonado,11.0,A Coruña,312,8.146590909090909,0.5592417061611374,7,18.92,2,67,5.5,3.5,3.5
AF-1D477AE65D,Aficionado latente,0,45-54,Hombre,Socio digital,14.0,A Coruña,60,3.4279545454545453,0.15458937198067632,2,0.0,2,25,4.5,3.0,2.0
AF-93907029AF,Comprador de servicios,1,55+,Hombre,Abonado,4.0,A Coruña,294,7.537954545454546,0.4930232558139535,6,35.55,2,26,4.75,3.0,6.0
AF-D65659ABAF,Aficionado latente,0,25-34,Hombre,Socio digital,10.0,A Coruña,81,4.022954545454545,0.2398190045248869,1,0.0,1,15,4.0,2.5,2.5
AF-CC61FCCE2F,Comprador de servicios,1,35-44,Hombre,Abonado,5.0,Lugo,347,8.958409090909091,0.5833333333333334,10,105.47,4,99,4.25,1.25,4.5
AF-1414D8F783,Hincha digital intensivo,3,18-24,Hombre,Socio digital,9.0,Madrid,319,8.324545454545454,0.4889867841409692,4,121.79,4,242,5.25,5.75,3.0
AF-D6DDD71315,Comprador de servicios,1,55+,Hombre,Abonado,7.0,Barcelona,389,8.987954545454546,0.6025641025641025,7,14.52,2,62,6.75,4.75,5.0
AF-FE827538B4,Aficionado latente,0,25-34,Hombre,Socio digital,9.0,Barcelona,66,2.9056818181818183,0.22488038277511962,0,0.0,2,43,4.5,1.5,4.0
AF-D58924D2B0,Aficionado latente,0,45-54,Mujer,No socio,6.0,A Coruña,5,0.33840909090909094,0.017341040462427744,0,0.0,1,7,4.25,1.5,2.5
AF-6C34A76A92,Aficionado latente,0,35-44,Hombre,Abonado,2.0,A Coruña,98,3.7736363636363635,0.25339366515837103,1,79.52,1,10,3.75,2.25,1.5
AF-EE99C4E2F9,Aficionado latente,0,25-34,Hombre,Socio digital,6.0,A Coruña,10,0.5518181818181819,0.015384615384615385,0,0.0,2,24,4.75,3.25,2.5
AF-0EDCAE5ACC,Hincha digital intensivo,3,45-54,Hombre,Socio digital,1.0,Otras,386,9.61840909090909,0.5990783410138248,6,246.71,3,73,5.25,5.5,5.5
AF-C40C492835,Seguidor social,2,35-44,Hombre,Abonado,2.0,Madrid,161,6.65840909090909,0.3697478991596639,1,9.09,3,105,6.0,5.25,3.5
AF-B26803DFB9,Aficionado latente,0,35-44,Mujer,Socio digital,6.0,Pontevedra,89,4.293181818181818,0.22510822510822512,2,0.0,1,5,4.25,4.75,3.5
AF-12B11DAE37,Hincha digital intensivo,3,18-24,Mujer,Abonado,2.0,Asturias,266,8.913409090909092,0.4787234042553192,8,13.3,2,234,5.5,5.25,4.5
AF-A333470BFF,Aficionado latente,0,55+,Hombre,Socio digital,6.0,A Coruña,83,4.876818181818182,0.22127659574468084,0,0.0,1,11,4.0,4.0,4.5
AF-17BAD2C4FA,Seguidor social,2,25-34,Hombre,No socio,7.0,Ourense,273,7.694999999999999,0.3612565445026178,2,80.83,3,167,4.75,5.25,2.5
AF-F3702708F3,Seguidor social,2,18-24,Mujer,Socio digital,4.0,A Coruña,149,4.9795454545454545,0.336322869955157,5,84.56,1,12,4.5,3.0,3.0
AF-34F4154B2A,Comprador de servicios,1,45-54,Mujer,Abonado,14.0,Pontevedra,342,7.874318181818182,0.5466101694915254,3,141.39,2,66,6.25,3.0,3.5
AF-4A517DC606,Seguidor social,2,35-44,Hombre,Socio digital,14.0,Pontevedra,23,2.049318181818182,0.13966480446927373,1,0.0,3,106,5.0,5.25,3.5
AF-2C5E0CD6CB,Comprador de servicios,1,25-34,Hombre,Socio digital,12.0,Pontevedra,348,10.820454545454545,0.5953488372093023,4,14.07,3,62,5.5,4.25,6.5
AF-6208D16BFB,Aficionado latente,0,25-34,Hombre,Socio digital,13.0,Otras,66,2.734090909090909,0.17708333333333334,1,0.0,2,29,4.75,3.75,3.5
AF-6D7CB56261,Aficionado latente,0,35-44,Hombre,No socio,12.0,Otras,50,2.8520454545454546,0.16393442622950818,1,0.0,3,51,4.25,3.0,4.5
AF-22BE0089F9,Hincha digital intensivo,3,18-24,Hombre,No socio,10.0,Ourense,287,9.952272727272726,0.5625,3,15.07,3,179,5.75,6.25,6.0
AF-600BB58746,Aficionado latente,0,25-34,Hombre,Socio digital,5.0,Madrid,9,0.47136363636363643,0.03260869565217391,0,0.0,1,9,3.5,2.5,4.5
AF-402AD584CD,Seguidor social,2,35-44,Hombre,No socio,5.0,A Coruña,130,4.641363636363637,0.3053097345132743,3,0.0,3,195,4.25,4.0,4.5
AF-C96BAE872D,Aficionado latente,0,35-44,Hombre,No socio,4.0,Pontevedra,39,2.688181818181818,0.12626262626262627,1,0.0,0,0,5.0,2.75,2.0
AF-8A05485085,Aficionado latente,0,25-34,Hombre,No socio,14.0,A Coruña,62,2.7695454545454545,0.20588235294117646,1,0.0,2,43,3.0,2.75,1.5
AF-143CB2A0E2,Comprador de servicios,1,55+,Hombre,Abonado,5.0,Pontevedra,336,8.6525,0.5714285714285714,6,62.379999999999995,1,9,6.0,3.0,6.0
AF-F460442BFB,Seguidor social,2,25-34,Hombre,No socio,8.0,Pontevedra,62,3.506590909090909,0.19004524886877827,0,0.0,2,87,4.5,4.25,4.0
AF-06953068FD,Hincha digital intensivo,3,45-54,Hombre,Socio digital,5.0,A Coruña,321,7.820681818181819,0.5688888888888889,11,11.17,4,203,6.5,5.5,4.0
AF-98C34A97B2,Comprador de servicios,1,45-54,Hombre,Abonado,3.0,A Coruña,361,10.359545454545454,0.5786802030456852,10,112.25,3,58,5.25,4.0,6.0
AF-896C5F3793,Comprador de servicios,1,55+,Mujer,Abonado,7.0,A Coruña,355,8.414090909090909,0.536697247706422,5,12.65,3,40,5.0,2.5,4.0
AF-F400E58470,Seguidor social,2,55+,Hombre,Socio digital,22.0,A Coruña,167,6.149545454545454,0.4056603773584906,2,3.01,3,96,5.75,3.5,2.5
AF-30342EA8A4,Aficionado latente,0,25-34,Hombre,Abonado,9.0,A Coruña,12,0.9777272727272727,0.03125,0,0.0,1,2,4.25,2.75,4.0
AF-BBD69AADDF,Hincha digital intensivo,3,18-24,Hombre,Socio digital,4.0,A Coruña,258,8.17909090909091,0.4954954954954955,4,56.93,5,237,5.5,5.5,4.5
AF-A50691A828,Seguidor social,2,25-34,Mujer,No socio,8.0,A Coruña,154,5.3554545454545455,0.3469387755102041,3,184.33,3,59,2.75,2.75,1.5
AF-D17BE07C0D,Hincha digital intensivo,3,35-44,Mujer,No socio,21.0,Pontevedra,272,7.100909090909091,0.48325358851674644,10,25.49,3,212,5.5,3.25,5.5
AF-CFCA38D54A,Aficionado latente,0,25-34,Mujer,No socio,8.0,Ourense,41,2.863409090909091,0.13592233009708737,2,0.0,1,30,4.25,4.0,2.0
AF-AA67DE87B4,Seguidor social,2,35-44,Hombre,Abonado,4.0,Otras,57,3.1802272727272727,0.2087378640776699,0,0.0,4,137,5.0,4.5,3.5
AF-D0668D260E,Seguidor social,2,35-44,Hombre,Abonado,2.0,A Coruña,100,4.965909090909091,0.2317596566523605,0,0.0,2,35,4.5,4.0,5.0
AF-05B986C441,Comprador de servicios,1,45-54,Mujer,Abonado,13.0,Madrid,298,7.982272727272728,0.5915492957746479,3,35.6,1,35,5.0,2.25,6.5
AF-0ED9E9E99B,Aficionado latente,0,45-54,Hombre,No socio,11.0,A Coruña,7,0.6384090909090909,0.056818181818181816,0,0.0,3,71,4.5,3.25,2.0
AF-BC3CC8F485,Aficionado latente,0,45-54,Hombre,Socio digital,2.0,A Coruña,69,3.6090909090909093,0.233502538071066,1,112.58,1,5,5.75,1.75,4.0
AF-67297445DE,Hincha digital intensivo,3,35-44,Hombre,No socio,23.0,Lugo,188,6.7727272727272725,0.3472803347280335,3,118.22,4,197,4.75,4.25,5.0
AF-109665EFBB,Seguidor social,2,55+,Hombre,Abonado,7.0,Pontevedra,168,6.981363636363636,0.33771929824561403,2,9.14,2,73,5.75,3.25,3.5
AF-0310578487,Aficionado latente,0,35-44,Mujer,Abonado,2.0,A Coruña,90,5.2102272727272725,0.2831858407079646,4,31.97,0,0,4.5,2.5,1.5
AF-A5E26504A3,Aficionado latente,0,45-54,Hombre,No socio,9.0,A Coruña,10,0.8025000000000001,0.07103825136612021,0,0.0,2,10,4.5,3.25,4.0
AF-851DB5B373,Seguidor social,2,55+,Hombre,Socio digital,5.0,A Coruña,125,5.263181818181819,0.25853658536585367,3,47.89,2,52,4.25,4.25,4.0
AF-EFCDCAADF4,Comprador de servicios,1,45-54,Hombre,Abonado,6.0,Lugo,284,7.112272727272727,0.5422885572139303,9,0.0,1,39,3.25,5.25,4.5
AF-0CA96F5218,Comprador de servicios,1,55+,Hombre,Abonado,6.0,A Coruña,349,8.982045454545455,0.5752212389380531,5,51.17,4,134,4.5,2.25,4.5
AF-627DE66A57,Aficionado latente,0,45-54,Hombre,Abonado,8.0,Barcelona,6,0.4865909090909091,0.037037037037037035,0,0.0,2,29,4.5,3.75,3.0
AF-ED0F0DFAB5,Seguidor social,2,18-24,Hombre,Abonado,15.0,A Coruña,144,5.491363636363636,0.3275862068965517,3,10.27,3,151,5.25,3.5,3.5
AF-AA97544E0C,Comprador de servicios,1,55+,Hombre,Abonado,3.0,Barcelona,408,10.674090909090909,0.6275510204081632,11,1.94,3,95,6.0,3.25,5.5
AF-FD64D12480,Aficionado latente,0,35-44,Mujer,No socio,2.0,Pontevedra,4,0.3829545454545455,0.022099447513812154,0,0.0,3,37,4.0,3.0,2.0
AF-79AF3DC633,Aficionado latente,0,45-54,Hombre,No socio,2.0,A Coruña,68,3.6186363636363637,0.21634615384615385,1,0.0,2,42,5.25,3.25,4.5
AF-DF9D95D570,Seguidor social,2,35-44,Hombre,Socio digital,7.0,A Coruña,119,4.83840909090909,0.26635514018691586,2,0.0,3,140,4.75,2.5,4.5
AF-6CB5A19644,Aficionado latente,0,35-44,Hombre,No socio,5.0,A Coruña,109,4.7888636363636365,0.22705314009661837,1,0.0,1,30,5.5,3.75,3.0
AF-1B195FCA16,Hincha digital intensivo,3,45-54,Mujer,Socio digital,5.0,Asturias,345,9.0425,0.6268656716417911,3,86.99000000000001,3,203,5.25,6.5,5.0
AF-A40362A298,Aficionado latente,0,25-34,Mujer,No socio,3.0,A Coruña,67,3.522272727272727,0.18877551020408162,0,51.63,1,19,4.0,3.5,3.0
AF-2373DEFEFF,Comprador de servicios,1,35-44,Hombre,Socio digital,2.0,A Coruña,361,6.800454545454545,0.625,7,57.96,2,51,6.25,3.75,5.5
AF-96B11E01C7,Seguidor social,2,55+,Hombre,No socio,7.0,A Coruña,108,4.361363636363636,0.2864583333333333,1,0.0,4,59,4.75,3.0,3.0
AF-999742BD15,Aficionado latente,0,55+,Hombre,Socio digital,6.0,A Coruña,10,0.9565909090909092,0.03932584269662921,0,0.0,1,6,4.5,2.75,4.0
AF-1CFB2E5001,Seguidor social,2,18-24,Mujer,Socio digital,11.0,A Coruña,257,7.869772727272727,0.4482758620689655,3,24.19,3,108,5.0,3.5,3.0
AF-CA75C1A6E9,Comprador de servicios,1,18-24,Mujer,Socio digital,9.0,A Coruña,308,7.176136363636363,0.5281385281385281,8,18.97,2,74,5.75,4.75,5.0
AF-8BA1F283B6,Comprador de servicios,1,35-44,Hombre,Abonado,5.0,Pontevedra,411,8.455454545454545,0.7248677248677249,7,157.98,3,52,4.75,3.0,5.0
AF-1E52CA2E4F,Aficionado latente,0,45-54,Mujer,No socio,9.0,Asturias,124,4.3975,0.2679425837320574,1,0.0,2,21,4.0,2.25,3.5
AF-EA6C039823,Seguidor social,2,55+,Mujer,No socio,12.0,A Coruña,107,4.078863636363637,0.2857142857142857,3,0.0,3,72,4.75,5.0,3.0
AF-6BD9730D51,Seguidor social,2,35-44,Mujer,Socio digital,2.0,A Coruña,37,2.3479545454545456,0.16585365853658537,1,0.0,2,62,5.25,6.0,3.5
AF-EBD5DE8DBC,Seguidor social,2,55+,Hombre,No socio,13.0,A Coruña,76,3.7486363636363635,0.2374429223744292,0,10.89,2,42,4.0,4.5,5.0
AF-57CBA26542,Aficionado latente,0,55+,Hombre,Abonado,12.0,Otras,110,4.704318181818182,0.32926829268292684,3,15.67,0,0,4.0,2.25,2.0
AF-15E29CC1AE,Comprador de servicios,1,25-34,Mujer,Abonado,7.0,Madrid,374,8.664772727272727,0.6212121212121212,7,85.9,2,27,4.5,4.0,4.5
AF-82598CD404,Seguidor social,2,35-44,Hombre,Abonado,16.0,Asturias,186,6.032272727272727,0.3607305936073059,2,53.93,4,156,5.0,3.5,4.0
AF-726A3BD3D6,Comprador de servicios,1,55+,Mujer,Socio digital,4.0,A Coruña,446,11.928409090909092,0.6285714285714286,11,0.0,1,68,3.5,3.25,6.5
AF-5D576E670F,Aficionado latente,0,45-54,Hombre,No socio,19.0,Pontevedra,42,2.8629545454545453,0.19158878504672897,0,0.0,1,13,5.25,2.5,3.0
AF-BE4F399505,Comprador de servicios,1,25-34,Mujer,Abonado,12.0,Pontevedra,326,8.835454545454546,0.5700483091787439,7,85.60000000000001,3,68,4.0,3.5,7.0
AF-E4411B9DA3,Seguidor social,2,55+,Hombre,No socio,3.0,A Coruña,90,4.115227272727273,0.24663677130044842,4,0.0,3,155,4.75,4.25,4.0
AF-EA85019ABD,Aficionado latente,0,25-34,Hombre,Socio digital,20.0,Pontevedra,58,3.401818181818182,0.18811881188118812,1,0.0,2,53,4.5,2.5,3.5
AF-A80934298E,Seguidor social,2,35-44,Mujer,No socio,6.0,Madrid,77,4.407954545454545,0.2,0,82.01,2,79,4.5,3.5,3.5
AF-B5DF7AE365,Seguidor social,2,55+,Hombre,No socio,2.0,Pontevedra,175,6.814318181818181,0.3939393939393939,7,0.0,2,50,4.25,3.5,2.5
AF-AB31BCBB77,Comprador de servicios,1,25-34,Hombre,Abonado,25.0,Barcelona,413,9.184772727272728,0.6697674418604651,6,142.57,1,12,4.25,4.5,4.5
AF-63E9337F52,Aficionado latente,0,45-54,Mujer,No socio,11.0,Lugo,9,0.49545454545454537,0.035,0,0.0,1,13,4.25,1.5,2.5
AF-3657255DA5,Hincha digital intensivo,3,45-54,Hombre,Socio digital,7.0,A Coruña,396,9.81,0.675,10,202.53,4,121,6.0,3.0,3.5
AF-F651274BD0,Comprador de servicios,1,35-44,Hombre,No socio,1.0,A Coruña,420,9.065,0.5930735930735931,5,25.32,1,23,4.75,1.75,4.5
AF-27800CCF31,Aficionado latente,0,45-54,Hombre,No socio,10.0,A Coruña,9,0.9445454545454546,0.08791208791208792,0,0.0,3,90,4.75,1.75,4.5
AF-3D8B6C1E09,Seguidor social,2,25-34,Hombre,Socio digital,12.0,A Coruña,240,6.751818181818181,0.4375,0,0.0,2,83,4.25,6.0,4.5
AF-5DA1ADF1E9,Seguidor social,2,25-34,Hombre,Abonado,4.0,A Coruña,88,4.345227272727272,0.24434389140271492,1,5.19,3,24,5.25,4.0,1.5
AF-3F7F9DC5F1,Aficionado latente,0,45-54,Hombre,Abonado,4.0,A Coruña,4,0.3593181818181818,0.03260869565217391,0,0.0,2,7,4.25,3.75,3.0
AF-6A0BDB3C30,Seguidor social,2,55+,Mujer,Abonado,2.0,Ourense,69,3.2088636363636365,0.18468468468468469,1,14.69,2,77,5.5,4.5,4.5
AF-F3E564F927,Aficionado latente,0,35-44,Hombre,Socio digital,1.0,Madrid,127,5.382727272727273,0.2629310344827586,3,38.87,1,5,4.25,2.75,3.5
AF-863C2B41ED,Seguidor social,2,35-44,Hombre,No socio,4.0,A Coruña,41,3.196818181818182,0.13966480446927373,1,115.46,3,58,4.75,4.25,3.5
AF-14C1F00E40,Comprador de servicios,1,25-34,Hombre,Socio digital,5.0,Pontevedra,359,8.19409090909091,0.6176470588235294,14,45.69,1,15,4.5,4.25,5.0
AF-3E6A03AEB3,Aficionado latente,0,45-54,Mujer,No socio,7.0,Otras,81,4.230227272727273,0.2982456140350877,2,48.83,1,54,3.25,3.5,1.5
AF-675978FEF2,Comprador de servicios,1,25-34,Hombre,Socio digital,3.0,A Coruña,365,7.755909090909091,0.52,4,121.06,2,85,6.0,3.5,6.0
AF-25C1C84C96,Comprador de servicios,1,35-44,Hombre,Socio digital,7.0,Pontevedra,359,10.223863636363637,0.6635071090047393,8,100.67,1,3,6.0,4.0,5.0
AF-ADA410271E,Seguidor social,2,18-24,Mujer,No socio,3.0,Otras,132,5.133863636363636,0.2871287128712871,3,0.0,3,25,2.75,5.0,1.5
AF-4EAC975B19,Seguidor social,2,45-54,Hombre,Abonado,2.0,Ourense,105,3.6965909090909093,0.2843601895734597,1,0.0,3,179,4.25,5.5,1.0
AF-7FF96A0E40,Aficionado latente,0,35-44,Mujer,Socio digital,3.0,Barcelona,39,2.540909090909091,0.10628019323671498,2,0.0,2,75,5.25,3.25,5.0
AF-AC0CFF5D63,Comprador de servicios,1,35-44,Mujer,Socio digital,4.0,Pontevedra,394,8.575454545454546,0.5991189427312775,9,27.43,2,42,5.0,3.0,4.5
AF-38C2B6EB67,Hincha digital intensivo,3,18-24,Hombre,Socio digital,4.0,Madrid,319,9.784090909090908,0.5041666666666667,6,87.96000000000001,3,172,5.75,4.25,3.5
