jornada,jugador_id,titular,minutos,goles,asistencias,tarjetas,valoracion,fecha_id,resultado,jornada_etiqueta
6,J01,0,17,0,0,0,5.12,20240928,Empate,J06
6,J17,0,21,0,0,0,6.87,20240928,Empate,J06
7,J22,1,90,0,0,0,6.32,20241005,Victoria,J07
7,J08,1,90,0,0,0,6.73,20241005,Victoria,J07
7,J20,1,75,0,0,0,5.9,20241005,Victoria,J07
7,J07,1,68,0,0,0,5.13,20241005,Victoria,J07
7,J23,1,90,0,0,0,5.67,20241005,Victoria,J07
7,J04,1,81,1,0,0,7.7,20241005,Victoria,J07
7,J09,1,72,0,0,0,5.88,20241005,Victoria,J07
7,J03,1,67,0,1,0,6.89,20241005,Victoria,J07
7,J17,1,71,0,0,0,5.62,20241005,Victoria,J07
7,J16,1,77,0,0,1,6.42,20241005,Victoria,J07
7,J02,1,63,0,0,0,5.29,20241005,Victoria,J07
7,J21,0,33,1,0,1,7.35,20241005,Victoria,J07
7,J11,0,33,0,0,0,5.96,20241005,Victoria,J07
7,J15,0,45,0,0,1,4.7,20241005,Victoria,J07
7,J05,0,26,0,0,0,5.36,20241005,Victoria,J07
7,J24,0,22,0,0,0,6.85,20241005,Victoria,J07
8,J06,1,89,0,0,1,5.62,20241012,Derrota,J08
8,J15,1,90,0,0,0,4.99,20241012,Derrota,J08
8,J05,1,90,0,0,0,7.12,20241012,Derrota,J08
8,J07,1,81,0,0,1,5.93,20241012,Derrota,J08
8,J23,1,90,0,0,0,6.6,20241012,Derrota,J08
8,J22,1,90,0,0,0,6.88,20241012,Derrota,J08
8,J17,1,90,0,0,0,6.36,20241012,Derrota,J08
8,J16,1,73,0,0,1,5.4,20241012,Derrota,J08
8,J03,1,85,0,0,0,5.47,20241012,Derrota,J08
8,J02,1,90,0,0,0,6.88,20241012,Derrota,J08
8,J21,1,90,0,0,1,6.47,20241012,Derrota,J08
8,J14,0,45,0,1,0,7.14,20241012,Derrota,J08
8,J18,0,29,0,1,1,6.52,20241012,Derrota,J08
8,J11,0,18,0,0,0,5.68,20241012,Derrota,J08
8,J10,0,20,0,0,0,5.35,20241012,Derrota,J08
8,J04,0,9,0,0,0,5.46,20241012,Derrota,J08
9,J02,1,70,0,0,0,5.27,20241019,Victoria,J09
9,J14,1,49,0,0,0,5.36,20241019,Victoria,J09
9,J03,1,85,0,0,1,6.02,20241019,Victoria,J09
9,J04,1,72,0,1,0,6.9,20241019,Victoria,J09
9,J25,1,78,1,1,0,7.56,20241019,Victoria,J09
9,J01,1,69,0,0,0,5.08,20241019,Victoria,J09
9,J16,1,81,0,0,0,5.17,20241019,Victoria,J09
9,J12,1,65,0,0,0,6.04,20241019,Victoria,J09
9,J18,1,85,0,0,1,5.31,20241019,Victoria,J09
9,J07,1,73,0,0,0,5.08,20241019,Victoria,J09
9,J22,1,90,0,1,0,5.95,20241019,Victoria,J09
9,J24,0,29,0,0,1,4.88,20241019,Victoria,J09
9,J08,0,27,0,0,1,5.51,20241019,Victoria,J09
9,J23,0,44,1,0,0,6.4,20241019,Victoria,J09
9,J11,0,34,0,0,0,6.43,20241019,Victoria,J09
9,J19,0,6,0,0,0,5.18,20241019,Victoria,J09
10,J23,1,79,1,0,0,5.55,20241026,Derrota,J10
10,J01,1,83,0,0,1,5.83,20241026,Derrota,J10
10,J12,1,90,0,0,0,4.64,20241026,Derrota,J10
10,J17,1,90,0,0,0,5.09,20241026,Derrota,J10
10,J11,1,90,0,0,0,5.87,20241026,Derrota,J10
10,J05,1,76,0,0,0,5.21,20241026,Derrota,J10
10,J16,1,90,0,0,0,6.09,20241026,Derrota,J10
10,J24,1,87,0,1,0,7.06,20241026,Derrota,J10
10,J02,1,90,0,0,0,6.0,20241026,Derrota,J10
10,J19,1,71,0,0,1,4.92,20241026,Derrota,J10
10,J14,1,89,0,0,0,4.69,20241026,Derrota,J10
10,J13,0,32,0,0,0,5.07,20241026,Derrota,J10
10,J08,0,32,0,0,0,5.49,20241026,Derrota,J10
10,J22,0,23,0,0,0,5.47,20241026,Derrota,J10
10,J09,0,5,0,0,1,3.89,20241026,Derrota,J10
10,J03,0,35,0,0,0,6.07,20241026,Derrota,J10
11,J14,1,81,0,0,0,4.96,20241109,Derrota,J11
11,J17,1,90,0,0,0,5.66,20241109,Derrota,J11
11,J10,1,90,0,0,0,4.98,20241109,Derrota,J11
11,J07,1,90,0,0,0,6.21,20241109,Derrota,J11
11,J19,1,62,0,0,0,7.47,20241109,Derrota,J11
11,J04,1,62,0,0,0,6.47,20241109,Derrota,J11
11,J02,1,90,0,0,0,5.42,20241109,Derrota,J11
11,J08,1,78,0,0,0,5.96,20241109,Derrota,J11
11,J22,1,74,0,0,0,6.4,20241109,Derrota,J11
11,J06,1,90,0,0,0,6.54,20241109,Derrota,J11
11,J23,1,70,0,0,0,3.85,20241109,Derrota,J11
11,J12,0,14,0,0,0,4.89,20241109,Derrota,J11
11,J13,0,21,0,0,0,6.09,20241109,Derrota,J11
11,J25,0,1,0,0,0,5.38,20241109,Derrota,J11
11,J01,0,30,0,0,0,5.49,20241109,Derrota,J11
11,J15,0,37,0,0,0,5.91,20241109,Derrota,J11
12,J13,1,68,0,0,1,6.61,20241116,Derrota,J12
12,J09,1,90,0,0,0,6.43,20241116,Derrota,J12
12,J12,1,90,0,1,0,6.22,20241116,Derrota,J12
12,J24,1,90,0,0,0,5.86,20241116,Derrota,J12
12,J20,1,80,0,0,0,5.42,20241116,Derrota,J12
12,J17,1,77,0,0,0,6.08,20241116,Derrota,J12
12,J23,1,58,0,0,0,5.83,20241116,Derrota,J12
12,J21,1,71,0,0,0,5.8,20241116,Derrota,J12
12,J02,1,88,0,0,0,6.84,20241116,Derrota,J12
12,J14,1,66,0,0,0,5.73,20241116,Derrota,J12
12,J18,1,88,0,0,0,5.71,20241116,Derrota,J12
12,J22,0,14,0,0,1,7.64,20241116,Derrota,J12
12,J03,0,22,0,0,0,6.35,20241116,Derrota,J12
12,J11,0,11,0,0,1,5.23,20241116,Derrota,J12
12,J10,0,35,0,0,0,6.13,20241116,Derrota,J12
12,J01,0,29,0,0,0,6.43,20241116,Derrota,J12
13,J13,1,90,1,0,0,6.58,20241123,Victoria,J13
13,J12,1,81,0,0,0,5.55,20241123,Victoria,J13
13,J11,1,68,0,1,0,6.29,20241123,Victoria,J13
13,J22,1,88,0,0,1,6.95,20241123,Victoria,J13
13,J01,1,90,0,0,0,6.83,20241123,Victoria,J13
13,J04,1,90,0,0,0,6.18,20241123,Victoria,J13
13,J20,1,84,0,0,0,6.01,20241123,Victoria,J13
13,J24,1,88,0,0,0,7.57,20241123,Victoria,J13
13,J07,1,90,0,0,0,6.92,20241123,Victoria,J13
13,J06,1,72,0,0,0,7.04,20241123,Victoria,J13
13,J25,1,73,0,0,0,5.67,20241123,Victoria,J13
13,J15,0,13,0,0,0,7.05,20241123,Victoria,J13
13,J03,0,17,0,0,0,6.32,20241123,Victoria,J13
13,J17,0,23,0,0,0,5.84,20241123,Victoria,J13
13,J08,0,45,0,0,0,7.68,20241123,Victoria,J13
13,J10,0,21,0,0,0,6.0,20241123,Victoria,J13
14,J15,1,76,0,0,0,6.95,20241130,Victoria,J14
14,J06,1,90,0,0,0,6.95,20241130,Victoria,J14
14,J25,1,78,1,0,0,8.91,20241130,Victoria,J14
14,J09,1,82,0,0,1,6.5,20241130,Victoria,J14
14,J04,1,81,0,0,0,7.0,20241130,Victoria,J14
14,J13,1,89,1,0,0,6.19,20241130,Victoria,J14
14,J18,1,90,0,1,0,6.69,20241130,Victoria,J14
14,J22,1,74,0,0,0,6.65,20241130,Victoria,J14
14,J05,1,71,0,0,0,5.64,20241130,Victoria,J14
14,J17,1,73,0,0,0,6.59,20241130,Victoria,J14
14,J12,1,82,0,1,0,6.86,20241130,Victoria,J14
14,J11,0,43,0,0,0,6.18,20241130,Victoria,J14
14,J07,0,45,0,0,0,6.85,20241130,Victoria,J14
14,J03,0,27,0,0,0,5.94,20241130,Victoria,J14
14,J19,0,26,0,0,1,7.26,20241130,Victoria,J14
14,J02,0,25,0,0,0,6.17,20241130,Victoria,J14
15,J20,1,85,0,0,1,6.02,20241207,Derrota,J15
15,J12,1,53,0,0,0,5.4,20241207,Derrota,J15
15,J21,1,68,0,0,0,5.55,20241207,Derrota,J15
15,J19,1,84,0,0,0,7.13,20241207,Derrota,J15
15,J14,1,66,0,0,1,5.8,20241207,Derrota,J15
15,J17,1,90,1,1,0,6.97,20241207,Derrota,J15
15,J05,1,63,0,0,0,5.09,20241207,Derrota,J15
15,J18,1,90,0,0,0,5.35,20241207,Derrota,J15
15,J15,1,83,0,0,0,5.84,20241207,Derrota,J15
15,J09,1,89,0,0,0,6.11,20241207,Derrota,J15
15,J07,1,84,0,0,0,4.61,20241207,Derrota,J15
15,J06,0,13,0,0,0,6.16,20241207,Derrota,J15
15,J13,0,6,0,0,0,4.52,20241207,Derrota,J15
15,J03,0,38,0,0,1,6.21,20241207,Derrota,J15
15,J16,0,35,0,0,0,6.68,20241207,Derrota,J15
15,J11,0,22,0,0,1,5.32,20241207,Derrota,J15
16,J17,1,77,0,0,0,7.54,20241221,Victoria,J16
16,J01,1,82,0,0,0,6.74,20241221,Victoria,J16
16,J23,1,90,1,0,0,7.94,20241221,Victoria,J16
16,J12,1,88,0,0,0,7.62,20241221,Victoria,J16
16,J19,1,62,0,1,0,7.88,20241221,Victoria,J16
16,J21,1,71,0,0,0,5.74,20241221,Victoria,J16
16,J05,1,89,0,0,0,7.54,20241221,Victoria,J16
16,J02,1,75,0,1,0,7.91,20241221,Victoria,J16
16,J14,1,82,0,0,0,5.7,20241221,Victoria,J16
16,J18,1,54,0,1,0,7.72,20241221,Victoria,J16
16,J06,1,85,0,0,0,6.07,20241221,Victoria,J16
16,J13,0,31,0,0,0,5.74,20241221,Victoria,J16
16,J15,0,39,0,0,0,5.07,20241221,Victoria,J16
16,J25,0,33,0,0,0,5.83,20241221,Victoria,J16
16,J08,0,29,0,0,0,6.21,20241221,Victoria,J16
16,J07,0,28,0,0,0,7.51,20241221,Victoria,J16
17,J09,1,64,0,0,0,6.39,20241228,Empate,J17
17,J21,1,60,0,0,0,6.19,20241228,Empate,J17
17,J15,1,90,0,0,0,5.57,20241228,Empate,J17
17,J24,1,90,0,0,0,5.16,20241228,Empate,J17
17,J01,1,83,0,0,0,4.29,20241228,Empate,J17
17,J25,1,87,0,0,0,5.97,20241228,Empate,J17
17,J18,1,79,0,0,0,6.55,20241228,Empate,J17
17,J23,1,81,0,0,0,5.21,20241228,Empate,J17
17,J22,1,81,0,0,0,6.41,20241228,Empate,J17
17,J14,1,90,0,0,0,6.7,20241228,Empate,J17
17,J08,1,89,0,0,0,6.63,20241228,Empate,J17
17,J19,0,1,0,0,0,6.2,20241228,Empate,J17
17,J16,0,24,0,0,0,6.97,20241228,Empate,J17
17,J07,0,16,0,0,0,5.73,20241228,Empate,J17
17,J12,0,28,1,0,0,7.14,20241228,Empate,J17
17,J06,0,26,0,0,1,6.79,20241228,Empate,J17
18,J07,1,79,0,0,0,6.39,20250104,Victoria,J18
18,J21,1,90,0,1,0,6.78,20250104,Victoria,J18
18,J22,1,81,0,0,0,6.56,20250104,Victoria,J18
18,J10,1,81,0,0,0,6.78,20250104,Victoria,J18
18,J18,1,84,1,0,0,7.56,20250104,Victoria,J18
18,J15,1,77,1,0,0,7.19,20250104,Victoria,J18
18,J25,1,82,0,0,0,5.96,20250104,Victoria,J18
18,J17,1,78,0,0,0,5.92,20250104,Victoria,J18
18,J14,1,86,0,0,1,5.5,20250104,Victoria,J18
18,J12,1,83,0,0,0,6.56,20250104,Victoria,J18
18,J16,1,87,0,0,0,7.29,20250104,Victoria,J18
18,J01,0,34,0,0,0,6.24,20250104,Victoria,J18
18,J05,0,34,0,0,0,6.24,20250104,Victoria,J18
18,J13,0,28,0,0,0,5.19,20250104,Victoria,J18
18,J06,0,10,0,0,0,5.6,20250104,Victoria,J18
18,J11,0,13,0,0,1,6.07,20250104,Victoria,J18
19,J16,1,64,0,0,0,5.09,20250111,Empate,J19
19,J18,1,90,0,0,0,6.03,20250111,Empate,J19
19,J03,1,79,0,0,0,4.99,20250111,Empate,J19
19,J07,1,90,0,0,0,7.0,20250111,Empate,J19
19,J21,1,82,0,0,1,6.45,20250111,Empate,J19
19,J08,1,78,0,1,0,6.63,20250111,Empate,J19
19,J04,1,81,0,0,0,6.54,20250111,Empate,J19
19,J05,1,90,0,0,0,6.27,20250111,Empate,J19
19,J14,1,90,0,0,0,6.81,20250111,Empate,J19
19,J09,1,65,0,0,0,5.26,20250111,Empate,J19
19,J10,1,88,0,0,0,5.29,20250111,Empate,J19
19,J12,0,25,1,0,0,6.9,20250111,Empate,J19
19,J11,0,12,0,0,0,6.03,20250111,Empate,J19
19,J06,0,45,0,0,1,6.11,20250111,Empate,J19
19,J22,0,24,0,0,0,5.69,20250111,Empate,J19
19,J20,0,39,0,0,0,5.2,20250111,Empate,J19
20,J04,1,73,0,0,0,5.47,20250118,Victoria,J20
20,J12,1,90,0,1,0,7.19,20250118,Victoria,J20
20,J18,1,88,0,0,0,6.3,20250118,Victoria,J20
20,J22,1,79,0,0,0,4.25,20250118,Victoria,J20
20,J17,1,79,0,0,0,6.06,20250118,Victoria,J20
20,J20,1,62,0,0,0,6.38,20250118,Victoria,J20
20,J03,1,72,0,0,0,6.5,20250118,Victoria,J20
20,J24,1,90,0,0,0,5.5,20250118,Victoria,J20
20,J21,1,90,0,0,1,6.44,20250118,Victoria,J20
20,J09,1,90,0,0,1,5.69,20250118,Victoria,J20
20,J05,1,77,0,0,0,5.63,20250118,Victoria,J20
20,J07,0,18,0,0,1,5.66,20250118,Victoria,J20
20,J23,0,16,0,0,0,7.01,20250118,Victoria,J20
20,J16,0,30,0,0,0,5.63,20250118,Victoria,J20
20,J10,0,15,0,0,0,5.96,20250118,Victoria,J20
20,J01,0,25,0,0,1,5.92,20250118,Victoria,J20
21,J22,1,78,0,0,1,6.55,20250125,Derrota,J21
21,J21,1,90,0,0,0,5.61,20250125,Derrota,J21
21,J14,1,66,0,0,0,6.4,20250125,Derrota,J21
21,J09,1,90,0,0,0,5.45,20250125,Derrota,J21
21,J16,1,80,0,1,0,6.37,20250125,Derrota,J21
21,J03,1,75,0,0,0,6.98,20250125,Derrota,J21
21,J19,1,90,0,1,0,6.6,20250125,Derrota,J21
21,J04,1,55,0,0,1,6.67,20250125,Derrota,J21
21,J24,1,90,0,0,0,6.54,20250125,Derrota,J21
21,J13,1,78,0,0,1,5.29,20250125,Derrota,J21
21,J08,1,83,0,0,1,5.67,20250125,Derrota,J21
21,J15,0,1,0,0,0,5.05,20250125,Derrota,J21
21,J17,0,10,0,0,0,5.61,20250125,Derrota,J21
21,J12,0,25,0,0,0,6.13,20250125,Derrota,J21
21,J25,0,1,0,0,0,4.87,20250125,Derrota,J21
21,J07,0,27,0,0,1,7.11,20250125,Derrota,J21
22,J23,1,90,0,1,0,6.62,20250201,Derrota,J22
22,J02,1,89,0,0,0,5.02,20250201,Derrota,J22
22,J22,1,64,0,0,0,5.61,20250201,Derrota,J22
22,J15,1,83,0,0,0,5.53,20250201,Derrota,J22
22,J06,1,81,0,0,0,5.62,20250201,Derrota,J22
22,J05,1,90,0,0,1,5.36,20250201,Derrota,J22
22,J14,1,77,0,0,0,5.59,20250201,Derrota,J22
22,J24,1,67,0,1,0,7.17,20250201,Derrota,J22
22,J19,1,70,0,0,0,5.88,20250201,Derrota,J22
22,J03,1,71,0,0,1,6.59,20250201,Derrota,J22
22,J08,1,86,0,0,0,6.18,20250201,Derrota,J22
22,J21,0,15,0,0,0,6.0,20250201,Derrota,J22
22,J25,0,20,0,0,0,6.32,20250201,Derrota,J22
22,J04,0,13,0,0,0,6.37,20250201,Derrota,J22
22,J12,0,19,0,0,0,6.29,20250201,Derrota,J22
22,J13,0,29,0,0,0,7.35,20250201,Derrota,J22
23,J14,1,90,0,0,1,4.77,20250215,Derrota,J23
23,J20,1,90,0,0,0,5.47,20250215,Derrota,J23
23,J09,1,71,0,0,0,5.78,20250215,Derrota,J23
23,J12,1,87,0,0,0,5.95,20250215,Derrota,J23
23,J06,1,87,0,0,1,4.47,20250215,Derrota,J23
23,J23,1,76,0,1,0,4.69,20250215,Derrota,J23
23,J04,1,87,0,1,0,5.32,20250215,Derrota,J23
23,J08,1,90,0,0,0,5.88,20250215,Derrota,J23
23,J21,1,76,0,0,0,4.47,20250215,Derrota,J23
23,J22,1,77,0,1,0,5.46,20250215,Derrota,J23
23,J01,1,90,0,0,1,5.2,20250215,Derrota,J23
23,J11,0,18,0,0,0,4.23,20250215,Derrota,J23
23,J03,0,44,0,0,0,5.1,20250215,Derrota,J23
23,J19,0,8,0,0,0,5.5,20250215,Derrota,J23
23,J25,0,11,0,0,0,5.08,20250215,Derrota,J23
23,J02,0,23,0,0,0,6.43,20250215,Derrota,J23
24,J10,1,82,0,0,0,5.03,20250222,Victoria,J24
24,J03,1,68,0,0,1,6.26,20250222,Victoria,J24
24,J02,1,75,0,0,0,5.64,20250222,Victoria,J24
24,J12,1,70,0,0,0,3.87,20250222,Victoria,J24
24,J24,1,90,1,0,0,6.3,20250222,Victoria,J24
24,J22,1,80,0,0,0,6.2,20250222,Victoria,J24
24,J11,1,83,0,0,0,5.35,20250222,Victoria,J24
24,J07,1,81,0,0,0,6.32,20250222,Victoria,J24
24,J16,1,90,0,0,1,5.05,20250222,Victoria,J24
24,J18,1,90,1,0,0,6.0,20250222,Victoria,J24
24,J21,1,88,0,0,1,5.65,20250222,Victoria,J24
24,J23,0,45,0,0,0,4.67,20250222,Victoria,J24
24,J05,0,14,0,0,0,6.46,20250222,Victoria,J24
24,J25,0,23,0,0,1,5.9,20250222,Victoria,J24
24,J08,0,19,0,0,0,5.45,20250222,Victoria,J24
24,J04,0,29,0,0,0,5.13,20250222,Victoria,J24
25,J24,1,74,0,0,0,5.83,20250301,Victoria,J25
25,J03,1,90,0,0,0,5.13,20250301,Victoria,J25
25,J11,1,81,0,0,0,4.48,20250301,Victoria,J25
25,J23,1,87,1,0,0,6.72,20250301,Victoria,J25
25,J05,1,78,0,0,0,4.92,20250301,Victoria,J25
25,J08,1,86,0,0,0,5.03,20250301,Victoria,J25
25,J17,1,83,0,0,1,6.13,20250301,Victoria,J25
25,J20,1,90,1,0,0,4.96,20250301,Victoria,J25
25,J25,1,72,0,0,1,5.7,20250301,Victoria,J25
25,J22,1,78,0,0,0,4.86,20250301,Victoria,J25
25,J16,1,85,0,0,0,5.87,20250301,Victoria,J25
25,J01,0,26,0,0,1,4.81,20250301,Victoria,J25
25,J07,0,42,0,1,0,6.24,20250301,Victoria,J25
25,J12,0,17,0,0,0,6.54,20250301,Victoria,J25
25,J21,0,23,0,0,0,5.17,20250301,Victoria,J25
25,J15,0,23,0,0,1,6.33,20250301,Victoria,J25
26,J18,1,88,0,0,0,6.51,20250308,Derrota,J26
26,J19,1,65,0,0,0,5.79,20250308,Derrota,J26
26,J12,1,90,0,0,0,5.66,20250308,Derrota,J26
26,J04,1,85,0,0,0,5.79,20250308,Derrota,J26
26,J06,1,74,0,1,1,6.21,20250308,Derrota,J26
26,J23,1,80,0,0,1,5.55,20250308,Derrota,J26
26,J24,1,79,0,1,0,6.96,20250308,Derrota,J26
26,J21,1,66,0,0,0,4.66,20250308,Derrota,J26
26,J22,1,71,0,0,0,4.88,20250308,Derrota,J26
26,J13,1,87,0,0,0,5.54,20250308,Derrota,J26
26,J08,1,59,0,0,0,6.45,20250308,Derrota,J26
26,J14,0,24,0,0,0,5.5,20250308,Derrota,J26
26,J03,0,21,0,0,0,6.46,20250308,Derrota,J26
26,J16,0,26,0,0,0,6.07,20250308,Derrota,J26
26,J20,0,10,0,0,0,6.8,20250308,Derrota,J26
26,J09,0,28,0,0,0,5.95,20250308,Derrota,J26
27,J21,1,73,0,0,0,5.55,20250315,Empate,J27
27,J12,1,90,1,0,0,6.09,20250315,Empate,J27
27,J15,1,90,0,0,0,5.55,20250315,Empate,J27
27,J07,1,74,0,1,1,5.59,20250315,Empate,J27
27,J18,1,83,0,1,0,6.93,20250315,Empate,J27
27,J17,1,70,0,0,0,6.88,20250315,Empate,J27
27,J11,1,90,0,1,0,6.04,20250315,Empate,J27
27,J04,1,87,0,0,0,6.68,20250315,Empate,J27
27,J01,1,90,0,0,0,6.17,20250315,Empate,J27
27,J14,1,60,0,0,0,4.85,20250315,Empate,J27
27,J16,1,86,0,0,0,4.71,20250315,Empate,J27
27,J08,0,14,0,0,0,6.73,20250315,Empate,J27
27,J02,0,29,0,0,0,6.82,20250315,Empate,J27
27,J19,0,20,0,0,0,5.58,20250315,Empate,J27
27,J22,0,26,0,0,0,5.85,20250315,Empate,J27
27,J06,0,30,0,0,1,6.83,20250315,Empate,J27
28,J11,1,77,0,0,1,4.35,20250322,Empate,J28
28,J22,1,74,0,0,0,6.25,20250322,Empate,J28
28,J10,1,90,0,0,0,5.53,20250322,Empate,J28
28,J18,1,82,0,1,0,4.78,20250322,Empate,J28
28,J09,1,79,0,0,0,5.22,20250322,Empate,J28
28,J20,1,72,0,0,0,5.98,20250322,Empate,J28
28,J16,1,90,0,0,0,5.17,20250322,Empate,J28
28,J07,1,82,0,0,0,6.06,20250322,Empate,J28
28,J12,1,82,0,0,0,5.69,20250322,Empate,J28
28,J03,1,85,0,0,0,6.02,20250322,Empate,J28
28,J01,1,69,0,0,0,6.12,20250322,Empate,J28
28,J05,0,30,0,0,0,6.07,20250322,Empate,J28
28,J21,0,45,0,0,1,5.46,20250322,Empate,J28
28,J25,0,18,0,0,0,4.99,20250322,Empate,J28
28,J04,0,13,0,0,0,4.27,20250322,Empate,J28
28,J15,0,26,0,0,0,5.36,20250322,Empate,J28
29,J16,1,83,0,0,1,5.89,20250329,Derrota,J29
29,J21,1,83,0,0,0,5.66,20250329,Derrota,J29
29,J08,1,90,0,0,0,5.79,20250329,Derrota,J29
