aficionado_id,semana,sesiones,duracion_media_min,pantallas_vistas,notificaciones_recibidas,notificaciones_abiertas,compras_entradas,gasto_tienda_eur,fecha_id
AF-664C935608,2025-03-31,1,4.23,5.0,5,2,0,0.0,20250331
AF-664C935608,2025-04-07,0,0.0,0.0,6,0,0,0.0,20250407
AF-664C935608,2025-04-14,0,0.0,0.0,5,0,0,0.0,20250414
AF-664C935608,2025-04-21,0,0.0,0.0,6,0,0,0.0,20250421
AF-664C935608,2025-04-28,1,2.44,6.0,8,0,0,0.0,20250428
AF-664C935608,2025-05-05,3,4.34,10.0,7,2,0,0.0,20250505
AF-664C935608,2025-05-12,1,9.36,13.0,8,2,0,0.0,20250512
AF-664C935608,2025-05-19,0,0.0,0.0,5,0,0,0.0,20250519
AF-664C935608,2025-05-26,1,2.45,2.0,6,0,0,0.0,20250526
AF-664C935608,2025-06-02,2,8.93,18.0,5,1,0,0.0,20250602
AF-664C935608,2025-06-09,1,7.53,9.0,2,0,0,0.0,20250609
AF-051D3F8133,2024-08-12,3,17.85,35.0,8,2,0,0.0,20240812
AF-051D3F8133,2024-08-19,7,2.88,1.0,4,3,0,0.0,20240819
AF-051D3F8133,2024-08-26,7,5.52,2.0,5,2,0,0.0,20240826
AF-051D3F8133,2024-09-02,8,18.83,21.0,4,3,0,0.0,20240902
AF-051D3F8133,2024-09-09,10,7.99,14.0,6,2,0,0.0,20240909
AF-051D3F8133,2024-09-16,3,9.7,12.0,4,2,0,0.0,20240916
AF-051D3F8133,2024-09-23,10,10.12,12.0,5,3,0,0.0,20240923
AF-051D3F8133,2024-09-30,3,9.64,13.0,7,2,0,0.0,20240930
AF-051D3F8133,2024-10-07,8,1.79,2.0,2,2,0,40.47,20241007
AF-051D3F8133,2024-10-14,7,18.58,29.0,2,2,0,0.0,20241014
AF-051D3F8133,2024-10-21,10,4.71,5.0,6,4,0,0.0,20241021
AF-051D3F8133,2024-10-28,6,9.23,10.0,8,5,0,0.0,20241028
AF-051D3F8133,2024-11-04,7,5.53,12.0,7,4,0,0.0,20241104
AF-051D3F8133,2024-11-11,7,6.28,9.0,2,1,0,0.0,20241111
AF-051D3F8133,2024-11-18,12,5.64,9.0,2,1,0,0.0,20241118
AF-051D3F8133,2024-11-25,13,11.3,14.0,7,3,0,0.0,20241125
AF-051D3F8133,2024-12-02,10,10.13,22.0,3,0,0,0.0,20241202
AF-051D3F8133,2024-12-09,2,12.29,20.0,3,2,0,0.0,20241209
AF-051D3F8133,2024-12-16,8,19.64,28.0,8,6,0,0.0,20241216
AF-051D3F8133,2024-12-23,11,8.71,12.0,6,4,0,0.0,20241223
AF-051D3F8133,2024-12-30,5,9.72,20.0,8,3,0,0.0,20241230
AF-051D3F8133,2025-01-06,4,5.53,7.0,2,2,0,0.0,20250106
AF-051D3F8133,2025-01-13,8,17.26,30.0,5,2,0,0.0,20250113
AF-051D3F8133,2025-01-20,11,16.57,20.0,7,3,0,0.0,20250120
AF-051D3F8133,2025-01-27,7,9.97,13.0,6,2,0,0.0,20250127
AF-051D3F8133,2025-02-03,1,9.78,15.0,6,3,0,0.0,20250203
AF-051D3F8133,2025-02-10,9,5.29,7.0,3,3,0,0.0,20250210
AF-051D3F8133,2025-02-17,7,2.59,3.0,8,4,1,0.0,20250217
AF-051D3F8133,2025-02-24,6,4.05,4.0,5,1,0,0.0,20250224
AF-051D3F8133,2025-03-03,5,8.84,15.0,2,0,0,0.0,20250303
AF-051D3F8133,2025-03-10,10,3.52,5.0,2,2,0,0.0,20250310
AF-051D3F8133,2025-03-17,7,6.05,12.0,8,3,0,0.0,20250317
AF-051D3F8133,2025-03-24,12,12.86,12.0,5,2,0,0.0,20250324
AF-051D3F8133,2025-03-31,8,3.85,5.0,7,4,0,0.0,20250331
AF-051D3F8133,2025-04-07,2,10.37,20.0,4,3,1,0.0,20250407
AF-051D3F8133,2025-04-14,10,2.51,3.0,4,2,0,0.0,20250414
AF-051D3F8133,2025-04-21,6,0.7,1.0,6,4,0,0.0,20250421
AF-051D3F8133,2025-04-28,2,1.92,2.0,2,1,0,0.0,20250428
AF-051D3F8133,2025-05-05,8,1.61,1.0,3,2,0,0.0,20250505
AF-051D3F8133,2025-05-12,12,5.75,7.0,3,0,0,0.0,20250512
AF-051D3F8133,2025-05-19,7,8.97,11.0,2,1,0,0.0,20250519
AF-051D3F8133,2025-05-26,6,9.66,17.0,8,6,0,35.68,20250526
AF-051D3F8133,2025-06-02,3,7.22,11.0,2,0,0,0.0,20250602
AF-051D3F8133,2025-06-09,7,3.44,2.0,2,1,1,0.0,20250609
AF-DD360253B0,2024-08-12,7,12.8,20.0,7,5,0,0.0,20240812
AF-DD360253B0,2024-08-19,6,8.89,13.0,7,2,0,0.0,20240819
AF-DD360253B0,2024-08-26,10,7.59,7.0,4,4,0,11.78,20240826
AF-DD360253B0,2024-09-02,6,10.7,19.0,4,4,1,0.0,20240902
AF-DD360253B0,2024-09-09,5,4.58,6.0,2,0,0,0.0,20240909
AF-DD360253B0,2024-09-16,5,2.09,2.0,6,6,0,0.0,20240916
AF-DD360253B0,2024-09-23,14,8.83,6.0,4,3,0,0.0,20240923
AF-DD360253B0,2024-09-30,12,5.78,7.0,3,2,0,0.0,20240930
AF-DD360253B0,2024-10-07,13,11.08,14.0,3,1,0,0.0,20241007
AF-DD360253B0,2024-10-14,9,6.43,4.0,4,1,0,0.0,20241014
AF-DD360253B0,2024-10-21,15,7.62,13.0,4,3,0,0.0,20241021
AF-DD360253B0,2024-10-28,5,15.69,26.0,4,4,0,0.0,20241028
AF-DD360253B0,2024-11-04,13,3.87,9.0,4,3,1,0.0,20241104
AF-DD360253B0,2024-11-11,14,21.33,41.0,7,5,0,0.0,20241111
AF-DD360253B0,2024-11-18,9,8.93,11.0,4,4,0,0.0,20241118
AF-DD360253B0,2024-11-25,14,10.57,23.0,7,4,0,0.0,20241125
AF-DD360253B0,2024-12-02,18,8.55,8.0,5,3,1,0.0,20241202
AF-DD360253B0,2024-12-09,1,5.53,9.0,3,1,0,0.0,20241209
AF-DD360253B0,2024-12-16,5,15.68,26.0,3,2,0,0.0,20241216
AF-DD360253B0,2024-12-23,11,10.17,22.0,6,2,0,0.0,20241223
AF-DD360253B0,2024-12-30,13,5.24,6.0,4,2,0,0.0,20241230
AF-DD360253B0,2025-01-06,9,16.75,30.0,6,3,0,0.0,20250106
AF-DD360253B0,2025-01-13,7,4.36,5.0,3,3,0,42.05,20250113
AF-DD360253B0,2025-01-20,10,2.31,4.0,6,4,0,0.0,20250120
AF-DD360253B0,2025-01-27,8,6.62,14.0,7,4,0,0.0,20250127
AF-DD360253B0,2025-02-03,4,27.25,32.0,7,2,0,0.0,20250203
AF-DD360253B0,2025-02-10,8,3.7,6.0,3,3,1,0.0,20250210
AF-DD360253B0,2025-02-17,8,2.34,8.0,5,2,0,0.0,20250217
AF-DD360253B0,2025-02-24,7,1.24,2.0,8,6,0,0.0,20250224
AF-DD360253B0,2025-03-03,9,7.92,11.0,4,3,0,0.0,20250303
AF-DD360253B0,2025-03-10,9,9.52,11.0,2,2,0,0.0,20250310
AF-DD360253B0,2025-03-17,17,4.75,8.0,7,5,1,0.0,20250317
AF-DD360253B0,2025-03-24,9,11.56,12.0,6,4,0,0.0,20250324
AF-DD360253B0,2025-03-31,7,14.59,12.0,4,3,0,0.0,20250331
AF-DD360253B0,2025-04-07,7,9.96,16.0,3,2,0,0.0,20250407
AF-DD360253B0,2025-04-14,7,3.06,4.0,8,7,1,0.0,20250414
AF-DD360253B0,2025-04-21,4,7.58,14.0,2,1,0,0.0,20250421
AF-DD360253B0,2025-04-28,10,5.93,15.0,7,1,0,0.0,20250428
AF-DD360253B0,2025-05-05,12,7.84,9.0,7,3,0,0.0,20250505
AF-DD360253B0,2025-05-12,8,12.29,22.0,2,2,1,0.0,20250512
AF-DD360253B0,2025-05-19,9,8.87,12.0,5,4,0,0.0,20250519
AF-DD360253B0,2025-05-26,10,9.86,12.0,3,1,1,0.0,20250526
AF-DD360253B0,2025-06-02,9,15.13,27.0,6,5,1,9.9,20250602
AF-DD360253B0,2025-06-09,11,9.22,14.0,7,4,1,0.0,20250609
AF-098A269628,2024-08-12,8,11.64,19.0,6,3,0,0.0,20240812
AF-098A269628,2024-08-19,6,5.28,7.0,5,3,0,0.0,20240819
AF-098A269628,2024-08-26,13,8.65,16.0,2,2,0,0.0,20240826
AF-098A269628,2024-09-02,10,5.85,8.0,3,1,0,0.0,20240902
AF-098A269628,2024-09-09,13,13.32,13.0,7,4,1,0.0,20240909
AF-098A269628,2024-09-16,4,2.24,2.0,6,3,0,0.0,20240916
AF-098A269628,2024-09-23,15,5.27,2.0,3,2,0,0.0,20240923
AF-098A269628,2024-09-30,13,4.96,5.0,6,4,0,3.49,20240930
AF-098A269628,2024-10-07,9,5.76,12.0,4,2,0,0.0,20241007
AF-098A269628,2024-10-14,7,9.01,14.0,5,4,1,46.59,20241014
AF-098A269628,2024-10-21,7,5.83,12.0,6,2,0,0.0,20241021
AF-098A269628,2024-10-28,3,13.92,33.0,6,4,0,0.0,20241028
AF-098A269628,2024-11-04,7,13.94,21.0,2,1,0,0.0,20241104
AF-098A269628,2024-11-11,13,6.04,11.0,6,4,0,0.0,20241111
AF-098A269628,2024-11-18,12,4.72,6.0,4,4,0,0.0,20241118
AF-098A269628,2024-11-25,17,21.91,26.0,7,2,0,0.0,20241125
AF-098A269628,2024-12-02,14,6.08,8.0,8,5,0,0.0,20241202
AF-098A269628,2024-12-09,6,20.73,26.0,2,1,0,0.0,20241209
AF-098A269628,2024-12-16,14,19.42,36.0,6,3,0,0.0,20241216
AF-098A269628,2024-12-23,12,10.33,11.0,4,3,0,0.0,20241223
AF-098A269628,2024-12-30,11,4.29,5.0,4,3,0,0.0,20241230
AF-098A269628,2025-01-06,5,4.38,9.0,2,2,0,0.0,20250106
AF-098A269628,2025-01-13,9,3.92,5.0,4,3,0,0.0,20250113
AF-098A269628,2025-01-20,10,3.93,5.0,6,5,0,0.0,20250120
AF-098A269628,2025-01-27,7,5.25,5.0,2,1,0,0.0,20250127
AF-098A269628,2025-02-03,7,16.61,19.0,6,4,0,0.0,20250203
AF-098A269628,2025-02-10,12,11.18,13.0,7,2,1,0.0,20250210
AF-098A269628,2025-02-17,7,9.16,16.0,4,4,1,0.0,20250217
AF-098A269628,2025-02-24,4,8.12,10.0,6,6,0,0.0,20250224
AF-098A269628,2025-03-03,13,4.02,6.0,4,4,0,0.0,20250303
AF-098A269628,2025-03-10,15,5.19,3.0,5,4,0,0.0,20250310
AF-098A269628,2025-03-17,10,4.91,11.0,8,5,0,0.0,20250317
AF-098A269628,2025-03-24,16,25.89,27.0,4,4,0,0.0,20250324
AF-098A269628,2025-03-31,10,25.37,41.0,2,1,0,0.0,20250331
AF-098A269628,2025-04-07,8,16.95,33.0,4,3,0,0.0,20250407
AF-098A269628,2025-04-14,10,14.56,17.0,2,1,1,0.0,20250414
AF-098A269628,2025-04-21,5,13.32,9.0,3,1,0,0.0,20250421
AF-098A269628,2025-04-28,5,6.16,8.0,3,3,0,0.0,20250428
AF-098A269628,2025-05-05,15,16.56,18.0,2,2,0,0.0,20250505
AF-098A269628,2025-05-12,9,2.8,2.0,6,5,0,0.0,20250512
AF-098A269628,2025-05-19,8,27.5,40.0,6,3,0,0.0,20250519
AF-098A269628,2025-05-26,12,5.4,11.0,8,4,0,0.0,20250526
AF-098A269628,2025-06-02,8,5.09,5.0,3,1,0,0.0,20250602
AF-098A269628,2025-06-09,13,6.32,4.0,2,2,0,0.0,20250609
AF-0DA851833C,2024-08-12,3,8.55,9.0,3,1,0,0.0,20240812
AF-0DA851833C,2024-08-19,1,1.7,5.0,4,0,0,0.0,20240819
AF-0DA851833C,2024-08-26,0,0.0,0.0,2,0,0,0.0,20240826
AF-0DA851833C,2024-09-02,1,4.03,4.0,5,3,0,0.0,20240902
AF-0DA851833C,2024-09-09,0,0.0,0.0,2,0,0,0.0,20240909
AF-0DA851833C,2024-09-16,0,0.0,0.0,4,0,0,0.0,20240916
AF-0DA851833C,2024-09-23,0,0.0,0.0,5,0,0,0.0,20240923
AF-0DA851833C,2024-09-30,1,3.89,11.0,4,1,0,0.0,20240930
AF-0DA851833C,2024-10-07,1,1.58,1.0,6,2,0,0.0,20241007
AF-0DA851833C,2024-10-14,0,0.0,0.0,6,0,0,0.0,20241014
AF-0DA851833C,2024-10-21,1,1.64,3.0,5,2,0,0.0,20241021
AF-0DA851833C,2024-10-28,0,0.0,0.0,6,0,0,0.0,20241028
AF-0DA851833C,2024-11-04,1,1.1,1.0,8,3,0,0.0,20241104
AF-0DA851833C,2024-11-11,2,2.07,2.0,4,0,0,0.0,20241111
AF-0DA851833C,2024-11-18,0,0.0,0.0,4,0,0,0.0,20241118
AF-0DA851833C,2024-11-25,1,2.31,2.0,8,0,0,0.0,20241125
AF-0DA851833C,2024-12-02,0,0.0,0.0,4,0,0,0.0,20241202
AF-0DA851833C,2024-12-09,0,0.0,0.0,3,0,0,0.0,20241209
AF-0DA851833C,2024-12-16,2,3.19,7.0,2,1,0,0.0,20241216
AF-0DA851833C,2024-12-23,0,0.0,0.0,5,0,0,0.0,20241223
AF-0DA851833C,2024-12-30,0,0.0,0.0,3,0,0,0.0,20241230
AF-0DA851833C,2025-01-06,0,0.0,0.0,4,0,0,0.0,20250106
AF-0DA851833C,2025-01-13,0,0.0,0.0,4,0,0,0.0,20250113
AF-0DA851833C,2025-01-20,0,0.0,0.0,5,0,0,0.0,20250120
AF-0DA851833C,2025-01-27,1,2.64,4.0,6,3,0,0.0,20250127
AF-0DA851833C,2025-02-03,0,0.0,0.0,5,0,0,0.0,20250203
AF-0DA851833C,2025-02-10,1,1.58,2.0,4,2,0,0.0,20250210
AF-0DA851833C,2025-02-17,1,2.1,3.0,5,0,0,0.0,20250217
AF-0DA851833C,2025-02-24,0,0.0,0.0,4,0,0,0.0,20250224
AF-0DA851833C,2025-03-03,1,7.34,12.0,4,0,0,0.0,20250303
AF-0DA851833C,2025-03-10,0,0.0,0.0,5,0,0,0.0,20250310
AF-0DA851833C,2025-03-17,0,0.0,0.0,2,0,0,0.0,20250317
AF-0DA851833C,2025-03-24,0,0.0,0.0,3,0,0,0.0,20250324
AF-0DA851833C,2025-03-31,1,5.16,8.0,6,1,0,0.0,20250331
AF-0DA851833C,2025-04-07,0,0.0,0.0,6,0,0,0.0,20250407
AF-0DA851833C,2025-04-14,0,0.0,0.0,3,0,0,0.0,20250414
AF-0DA851833C,2025-04-21,0,0.0,0.0,6,0,0,0.0,20250421
AF-0DA851833C,2025-04-28,1,4.02,7.0,3,2,0,0.0,20250428
AF-0DA851833C,2025-05-05,0,0.0,0.0,5,0,0,0.0,20250505
AF-0DA851833C,2025-05-12,1,1.64,1.0,8,0,0,0.0,20250512
AF-0DA851833C,2025-05-19,1,2.98,2.0,7,0,0,0.0,20250519
AF-0DA851833C,2025-05-26,0,0.0,0.0,2,0,0,0.0,20250526
AF-0DA851833C,2025-06-02,0,0.0,0.0,4,0,0,0.0,20250602
AF-0DA851833C,2025-06-09,1,4.9,8.0,5,1,0,0.0,20250609
AF-F9CFA62FD2,2024-08-12,0,0.0,0.0,2,0,0,0.0,20240812
AF-F9CFA62FD2,2024-08-19,0,0.0,0.0,6,0,0,0.0,20240819
AF-F9CFA62FD2,2024-08-26,0,0.0,0.0,3,0,0,0.0,20240826
AF-F9CFA62FD2,2024-09-02,0,0.0,0.0,3,0,0,0.0,20240902
AF-F9CFA62FD2,2024-09-09,0,0.0,0.0,4,0,0,0.0,20240909
AF-F9CFA62FD2,2024-09-16,0,0.0,0.0,4,0,0,0.0,20240916
AF-F9CFA62FD2,2024-09-23,0,0.0,0.0,3,0,0,0.0,20240923
AF-F9CFA62FD2,2024-09-30,1,2.14,3.0,2,1,0,0.0,20240930
AF-F9CFA62FD2,2024-10-07,0,0.0,0.0,6,0,0,0.0,20241007
AF-F9CFA62FD2,2024-10-14,1,1.86,4.0,3,0,0,0.0,20241014
AF-F9CFA62FD2,2024-10-21,0,0.0,0.0,2,0,0,0.0,20241021
AF-F9CFA62FD2,2024-10-28,0,0.0,0.0,5,0,0,0.0,20241028
AF-F9CFA62FD2,2024-11-04,1,4.99,7.0,3,0,0,0.0,20241104
AF-F9CFA62FD2,2024-11-11,0,0.0,0.0,6,0,0,0.0,20241111
AF-F9CFA62FD2,2024-11-18,0,0.0,0.0,3,0,0,0.0,20241118
AF-F9CFA62FD2,2024-11-25,0,0.0,0.0,5,0,0,0.0,20241125
AF-F9CFA62FD2,2024-12-02,0,0.0,0.0,3,0,0,0.0,20241202
AF-F9CFA62FD2,2024-12-09,0,0.0,0.0,4,0,0,0.0,20241209
AF-F9CFA62FD2,2024-12-16,0,0.0,0.0,5,0,0,0.0,20241216
AF-F9CFA62FD2,2024-12-23,0,0.0,0.0,4,0,0,0.0,20241223
AF-F9CFA62FD2,2024-12-30,0,0.0,0.0,3,0,0,0.0,20241230
AF-F9CFA62FD2,2025-01-06,0,0.0,0.0,5,0,0,0.0,20250106
AF-F9CFA62FD2,2025-01-13,0,0.0,0.0,4,0,0,0.0,20250113
AF-F9CFA62FD2,2025-01-20,0,0.0,0.0,4,0,0,0.0,20250120
AF-F9CFA62FD2,2025-01-27,0,0.0,0.0,4,0,0,0.0,20250127
AF-F9CFA62FD2,2025-02-03,0,0.0,0.0,5,0,0,0.0,20250203
AF-F9CFA62FD2,2025-02-10,0,0.0,0.0,5,0,0,0.0,20250210
AF-F9CFA62FD2,2025-02-17,0,0.0,0.0,2,0,0,0.0,20250217
AF-F9CFA62FD2,2025-02-24,0,0.0,0.0,6,0,0,0.0,20250224
AF-F9CFA62FD2,2025-03-03,1,3.91,7.0,4,1,0,0.0,20250303
AF-F9CFA62FD2,2025-03-10,1,2.39,3.0,5,3,0,0.0,20250310
AF-F9CFA62FD2,2025-03-17,0,0.0,0.0,3,0,0,0.0,20250317
AF-F9CFA62FD2,2025-03-24,0,0.0,0.0,6,0,0,0.0,20250324
AF-F9CFA62FD2,2025-03-31,0,0.0,0.0,6,0,0,0.0,20250331
AF-F9CFA62FD2,2025-04-07,0,0.0,0.0,2,0,0,0.0,20250407
AF-F9CFA62FD2,2025-04-14,0,0.0,0.0,4,0,0,0.0,20250414
AF-F9CFA62FD2,2025-04-21,0,0.0,0.0,2,0,0,0.0,20250421
AF-F9CFA62FD2,2025-04-28,0,0.0,0.0,6,0,0,0.0,20250428
AF-F9CFA62FD2,2025-05-05,0,0.0,0.0,4,0,0,0.0,20250505
AF-F9CFA62FD2,2025-05-12,0,0.0,0.0,2,0,0,0.0,20250512
AF-F9CFA62FD2,2025-05-19,0,0.0,0.0,4,0,0,0.0,20250519
AF-F9CFA62FD2,2025-05-26,1,3.16,9.0,7,0,0,0.0,20250526
AF-F9CFA62FD2,2025-06-02,0,0.0,0.0,4,0,0,0.0,20250602
AF-F9CFA62FD2,2025-06-09,0,0.0,0.0,6,0,0,0.0,20250609
AF-06744EFE5F,2024-08-12,9,7.04,15.0,6,3,0,0.0,20240812
AF-06744EFE5F,2024-08-19,7,9.79,12.0,2,1,0,0.0,20240819
AF-06744EFE5F,2024-08-26,7,11.37,20.0,2,1,0,0.0,20240826
AF-06744EFE5F,2024-09-02,5,11.81,16.0,2,1,1,0.0,20240902
AF-06744EFE5F,2024-09-09,12,15.85,18.0,8,7,1,0.0,20240909
AF-06744EFE5F,2024-09-16,6,6.19,9.0,2,1,0,0.0,20240916
AF-06744EFE5F,2024-09-23,11,4.35,7.0,7,5,0,30.57,20240923
AF-06744EFE5F,2024-09-30,13,6.35,9.0,3,2,1,0.0,20240930
AF-06744EFE5F,2024-10-07,5,8.0,9.0,8,2,0,0.0,20241007
AF-06744EFE5F,2024-10-14,8,1.55,1.0,3,3,1,0.0,20241014
AF-06744EFE5F,2024-10-21,13,8.52,10.0,2,1,0,0.0,20241021
AF-06744EFE5F,2024-10-28,1,18.13,28.0,3,2,0,0.0,20241028
AF-06744EFE5F,2024-11-04,15,3.61,6.0,5,3,0,0.0,20241104
AF-06744EFE5F,2024-11-11,12,8.74,11.0,2,1,0,0.0,20241111
AF-06744EFE5F,2024-11-18,14,5.83,14.0,2,1,0,24.7,20241118
AF-06744EFE5F,2024-11-25,11,12.15,15.0,8,5,1,0.0,20241125
AF-06744EFE5F,2024-12-02,11,10.07,11.0,5,1,1,0.0,20241202
AF-06744EFE5F,2024-12-09,4,14.89,21.0,7,4,0,0.0,20241209
AF-06744EFE5F,2024-12-16,4,3.17,7.0,5,3,0,0.0,20241216
AF-06744EFE5F,2024-12-23,13,7.49,15.0,4,1,1,0.0,20241223
AF-06744EFE5F,2024-12-30,7,4.66,12.0,4,1,0,0.0,20241230
AF-06744EFE5F,2025-01-06,9,3.39,8.0,7,4,0,126.46,20250106
AF-06744EFE5F,2025-01-13,7,13.86,11.0,6,4,0,0.0,20250113
AF-06744EFE5F,2025-01-20,10,9.74,12.0,2,2,0,0.0,20250120
AF-06744EFE5F,2025-01-27,12,6.07,12.0,6,3,1,0.0,20250127
AF-06744EFE5F,2025-02-03,3,4.14,2.0,5,4,0,0.0,20250203
AF-06744EFE5F,2025-02-10,3,20.46,34.0,6,4,1,0.0,20250210
AF-06744EFE5F,2025-02-17,10,24.38,28.0,6,3,0,0.0,20250217
AF-06744EFE5F,2025-02-24,5,1.17,1.0,8,4,0,0.0,20250224
AF-06744EFE5F,2025-03-03,9,10.24,16.0,6,4,1,0.0,20250303
AF-06744EFE5F,2025-03-10,14,3.22,6.0,7,4,0,0.0,20250310
AF-06744EFE5F,2025-03-17,10,8.51,15.0,2,1,0,0.0,20250317
AF-06744EFE5F,2025-03-24,7,26.97,39.0,6,2,0,0.0,20250324
AF-06744EFE5F,2025-03-31,4,6.57,12.0,2,1,0,0.0,20250331
AF-06744EFE5F,2025-04-07,3,14.04,19.0,6,4,0,0.0,20250407
AF-06744EFE5F,2025-04-14,9,5.97,6.0,2,0,0,0.0,20250414
AF-06744EFE5F,2025-04-21,9,7.97,16.0,3,2,0,0.0,20250421
AF-06744EFE5F,2025-04-28,11,0.9,2.0,6,3,1,0.0,20250428
AF-06744EFE5F,2025-05-05,7,5.22,6.0,7,5,0,0.0,20250505
AF-06744EFE5F,2025-05-12,8,11.89,12.0,8,3,0,0.0,20250512
AF-06744EFE5F,2025-05-19,13,12.92,18.0,7,6,0,0.0,20250519
AF-06744EFE5F,2025-05-26,10,11.36,21.0,2,1,0,0.0,20250526
AF-06744EFE5F,2025-06-02,6,12.14,11.0,7,6,0,0.0,20250602
AF-06744EFE5F,2025-06-09,10,15.71,29.0,5,4,0,0.0,20250609
AF-02A7FBB908,2024-08-12,0,0.0,0.0,4,0,0,0.0,20240812
AF-02A7FBB908,2024-08-19,2,3.87,8.0,6,1,0,0.0,20240819
AF-02A7FBB908,2024-08-26,0,0.0,0.0,6,0,0,0.0,20240826
AF-02A7FBB908,2024-09-02,1,6.46,7.0,6,2,0,0.0,20240902
AF-02A7FBB908,2024-09-09,0,0.0,0.0,6,0,0,0.0,20240909
AF-02A7FBB908,2024-09-16,0,0.0,0.0,6,0,0,0.0,20240916
AF-02A7FBB908,2024-09-23,1,6.39,9.0,7,2,0,0.0,20240923
AF-02A7FBB908,2024-09-30,1,2.58,7.0,3,1,0,0.0,20240930
AF-02A7FBB908,2024-10-07,4,2.36,6.0,5,0,0,0.0,20241007
AF-02A7FBB908,2024-10-14,3,5.39,5.0,2,1,0,0.0,20241014
AF-02A7FBB908,2024-10-21,0,0.0,0.0,3,0,0,0.0,20241021
AF-02A7FBB908,2024-10-28,0,0.0,0.0,4,0,0,0.0,20241028
AF-02A7FBB908,2024-11-04,2,4.25,4.0,7,0,0,0.0,20241104
AF-02A7FBB908,2024-11-11,1,7.88,20.0,8,2,0,0.0,20241111
AF-02A7FBB908,2024-11-18,0,0.0,0.0,5,0,0,0.0,20241118
AF-02A7FBB908,2024-11-25,0,0.0,0.0,3,0,0,0.0,20241125
AF-02A7FBB908,2024-12-02,0,0.0,0.0,3,0,0,0.0,20241202
AF-02A7FBB908,2024-12-09,1,6.38,6.0,4,0,0,0.0,20241209
AF-02A7FBB908,2024-12-16,1,6.68,11.0,3,2,0,0.0,20241216
AF-02A7FBB908,2024-12-23,1,6.87,3.0,4,0,0,0.0,20241223
AF-02A7FBB908,2024-12-30,0,0.0,0.0,2,0,0,0.0,20241230
AF-02A7FBB908,2025-01-06,0,0.0,0.0,5,0,0,0.0,20250106
AF-02A7FBB908,2025-01-13,0,0.0,0.0,2,0,0,0.0,20250113
AF-02A7FBB908,2025-01-20,1,2.95,4.0,8,1,0,0.0,20250120
AF-02A7FBB908,2025-01-27,2,14.8,22.0,4,1,0,0.0,20250127
AF-02A7FBB908,2025-02-03,0,0.0,0.0,6,0,0,0.0,20250203
AF-02A7FBB908,2025-02-10,1,0.98,1.0,2,0,0,0.0,20250210
AF-02A7FBB908,2025-02-17,2,3.57,1.0,4,0,0,0.0,20250217
