jornada,jugador_id,ventana,menciones,sent_positivo,sent_negativo,sent_neutro,fecha_id,fecha,resultado,jornada_etiqueta,goles,asistencias,minutos,valoracion,participo,pct_positivo
3,J16,Post,49,23,13,13,20240831,2024-08-31,Victoria,J03,0.0,0.0,0.0,,0,0.46938775510204084
3,J17,Pre,198,122,41,35,20240831,2024-08-31,Victoria,J03,0.0,0.0,0.0,,0,0.6161616161616161
3,J17,Post,65,32,19,14,20240831,2024-08-31,Victoria,J03,0.0,0.0,0.0,,0,0.49230769230769234
3,J18,Pre,392,226,77,89,20240831,2024-08-31,Victoria,J03,0.0,0.0,26.0,6.2,1,0.576530612244898
3,J18,Post,739,433,144,162,20240831,2024-08-31,Victoria,J03,0.0,0.0,26.0,6.2,1,0.5859269282814614
3,J19,Pre,166,74,45,47,20240831,2024-08-31,Victoria,J03,0.0,0.0,0.0,,0,0.4457831325301205
3,J19,Post,30,13,8,9,20240831,2024-08-31,Victoria,J03,0.0,0.0,0.0,,0,0.43333333333333335
3,J20,Pre,243,134,45,64,20240831,2024-08-31,Victoria,J03,0.0,0.0,0.0,,0,0.551440329218107
3,J20,Post,53,25,16,12,20240831,2024-08-31,Victoria,J03,0.0,0.0,0.0,,0,0.4716981132075472
3,J21,Pre,409,240,100,69,20240831,2024-08-31,Victoria,J03,0.0,0.0,13.0,6.46,1,0.58679706601467
3,J21,Post,830,502,126,202,20240831,2024-08-31,Victoria,J03,0.0,0.0,13.0,6.46,1,0.6048192771084338
3,J22,Pre,288,161,57,70,20240831,2024-08-31,Victoria,J03,0.0,0.0,39.0,6.94,1,0.5590277777777778
3,J22,Post,791,524,114,153,20240831,2024-08-31,Victoria,J03,0.0,0.0,39.0,6.94,1,0.6624525916561315
3,J23,Pre,281,125,86,70,20240831,2024-08-31,Victoria,J03,1.0,0.0,90.0,6.69,1,0.44483985765124556
3,J23,Post,1168,853,135,180,20240831,2024-08-31,Victoria,J03,1.0,0.0,90.0,6.69,1,0.7303082191780822
3,J24,Pre,370,244,62,64,20240831,2024-08-31,Victoria,J03,0.0,0.0,66.0,6.21,1,0.6594594594594595
3,J24,Post,576,375,102,99,20240831,2024-08-31,Victoria,J03,0.0,0.0,66.0,6.21,1,0.6510416666666666
3,J25,Pre,223,133,53,37,20240831,2024-08-31,Victoria,J03,0.0,0.0,90.0,6.88,1,0.5964125560538116
3,J25,Post,685,491,69,125,20240831,2024-08-31,Victoria,J03,0.0,0.0,90.0,6.88,1,0.7167883211678832
4,J01,Pre,103,47,28,28,20240907,2024-09-07,Derrota,J04,0.0,0.0,90.0,5.6,1,0.4563106796116505
4,J01,Post,116,31,37,48,20240907,2024-09-07,Derrota,J04,0.0,0.0,90.0,5.6,1,0.2672413793103448
4,J02,Pre,168,88,35,45,20240907,2024-09-07,Derrota,J04,0.0,0.0,8.0,5.54,1,0.5238095238095238
4,J02,Post,262,77,105,80,20240907,2024-09-07,Derrota,J04,0.0,0.0,8.0,5.54,1,0.29389312977099236
4,J03,Pre,179,108,27,44,20240907,2024-09-07,Derrota,J04,0.0,0.0,84.0,5.8,1,0.6033519553072626
4,J03,Post,333,104,94,135,20240907,2024-09-07,Derrota,J04,0.0,0.0,84.0,5.8,1,0.3123123123123123
4,J04,Pre,296,154,68,74,20240907,2024-09-07,Derrota,J04,0.0,0.0,76.0,5.95,1,0.5202702702702703
4,J04,Post,458,157,155,146,20240907,2024-09-07,Derrota,J04,0.0,0.0,76.0,5.95,1,0.34279475982532753
4,J05,Pre,143,76,24,43,20240907,2024-09-07,Derrota,J04,0.0,0.0,85.0,5.98,1,0.5314685314685315
4,J05,Post,247,77,84,86,20240907,2024-09-07,Derrota,J04,0.0,0.0,85.0,5.98,1,0.3117408906882591
4,J06,Pre,42,20,8,14,20240907,2024-09-07,Derrota,J04,0.0,0.0,73.0,4.88,1,0.47619047619047616
4,J06,Post,176,34,71,71,20240907,2024-09-07,Derrota,J04,0.0,0.0,73.0,4.88,1,0.19318181818181818
4,J07,Pre,225,128,48,49,20240907,2024-09-07,Derrota,J04,0.0,0.0,77.0,5.44,1,0.5688888888888889
4,J07,Post,291,69,84,138,20240907,2024-09-07,Derrota,J04,0.0,0.0,77.0,5.44,1,0.23711340206185566
4,J08,Pre,90,49,22,19,20240907,2024-09-07,Derrota,J04,0.0,0.0,3.0,5.75,1,0.5444444444444444
4,J08,Post,132,37,52,43,20240907,2024-09-07,Derrota,J04,0.0,0.0,3.0,5.75,1,0.2803030303030303
4,J09,Pre,150,71,32,47,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.47333333333333333
4,J09,Post,67,27,15,25,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.40298507462686567
4,J10,Pre,127,62,28,37,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.4881889763779528
4,J10,Post,65,35,12,18,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.5384615384615384
4,J11,Pre,229,107,45,77,20240907,2024-09-07,Derrota,J04,0.0,0.0,26.0,5.78,1,0.4672489082969432
4,J11,Post,213,68,75,70,20240907,2024-09-07,Derrota,J04,0.0,0.0,26.0,5.78,1,0.3192488262910798
4,J12,Pre,147,75,41,31,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.5102040816326531
4,J12,Post,19,9,4,6,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.47368421052631576
4,J13,Pre,111,51,22,38,20240907,2024-09-07,Derrota,J04,0.0,0.0,84.0,6.01,1,0.4594594594594595
4,J13,Post,283,95,90,98,20240907,2024-09-07,Derrota,J04,0.0,0.0,84.0,6.01,1,0.33568904593639576
4,J14,Pre,78,39,18,21,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.5
4,J14,Post,25,13,4,8,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.52
4,J15,Pre,65,36,16,13,20240907,2024-09-07,Derrota,J04,0.0,0.0,90.0,6.98,1,0.5538461538461539
4,J15,Post,133,54,43,36,20240907,2024-09-07,Derrota,J04,0.0,0.0,90.0,6.98,1,0.40601503759398494
4,J16,Pre,99,51,24,24,20240907,2024-09-07,Derrota,J04,0.0,0.0,45.0,5.07,1,0.5151515151515151
4,J16,Post,142,41,59,42,20240907,2024-09-07,Derrota,J04,0.0,0.0,45.0,5.07,1,0.2887323943661972
4,J17,Pre,134,69,35,30,20240907,2024-09-07,Derrota,J04,0.0,1.0,82.0,7.02,1,0.5149253731343284
4,J17,Post,451,193,144,114,20240907,2024-09-07,Derrota,J04,0.0,1.0,82.0,7.02,1,0.4279379157427938
4,J18,Pre,261,144,41,76,20240907,2024-09-07,Derrota,J04,0.0,0.0,60.0,7.34,1,0.5517241379310345
4,J18,Post,712,298,236,178,20240907,2024-09-07,Derrota,J04,0.0,0.0,60.0,7.34,1,0.41853932584269665
4,J19,Pre,134,69,23,42,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.5149253731343284
4,J19,Post,27,12,7,8,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.4444444444444444
4,J20,Pre,255,127,44,84,20240907,2024-09-07,Derrota,J04,0.0,0.0,23.0,6.58,1,0.4980392156862745
4,J20,Post,481,135,149,197,20240907,2024-09-07,Derrota,J04,0.0,0.0,23.0,6.58,1,0.2806652806652807
4,J21,Pre,306,155,64,87,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.5065359477124183
4,J21,Post,62,33,13,16,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.532258064516129
4,J22,Pre,223,102,50,71,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.45739910313901344
4,J22,Post,111,54,33,24,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.4864864864864865
4,J23,Pre,232,116,61,55,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.5
4,J23,Post,22,12,4,6,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.5454545454545454
4,J24,Pre,344,194,70,80,20240907,2024-09-07,Derrota,J04,0.0,0.0,90.0,6.14,1,0.563953488372093
4,J24,Post,418,110,141,167,20240907,2024-09-07,Derrota,J04,0.0,0.0,90.0,6.14,1,0.2631578947368421
4,J25,Pre,199,97,57,45,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.48743718592964824
4,J25,Post,34,18,6,10,20240907,2024-09-07,Derrota,J04,0.0,0.0,0.0,,0,0.5294117647058824
5,J01,Pre,95,50,19,26,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,0.5263157894736842
5,J01,Post,0,0,0,0,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,
5,J02,Pre,184,83,52,49,20240914,2024-09-14,Derrota,J05,0.0,0.0,25.0,6.19,1,0.45108695652173914
5,J02,Post,325,106,119,100,20240914,2024-09-14,Derrota,J05,0.0,0.0,25.0,6.19,1,0.3261538461538461
5,J03,Pre,113,58,24,31,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,0.5132743362831859
5,J03,Post,1,0,0,1,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,0.0
5,J04,Pre,185,84,51,50,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,0.4540540540540541
5,J04,Post,121,52,29,40,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,0.4297520661157025
5,J05,Pre,188,83,53,52,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,0.44148936170212766
5,J05,Post,53,28,13,12,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,0.5283018867924528
5,J06,Pre,109,39,40,30,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,0.3577981651376147
5,J06,Post,57,28,14,15,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,0.49122807017543857
5,J07,Pre,104,54,26,24,20240914,2024-09-14,Derrota,J05,0.0,0.0,90.0,5.17,1,0.5192307692307693
5,J07,Post,300,45,115,140,20240914,2024-09-14,Derrota,J05,0.0,0.0,90.0,5.17,1,0.15
5,J08,Pre,74,30,20,24,20240914,2024-09-14,Derrota,J05,0.0,0.0,74.0,4.97,1,0.40540540540540543
5,J08,Post,127,40,30,57,20240914,2024-09-14,Derrota,J05,0.0,0.0,74.0,4.97,1,0.31496062992125984
5,J09,Pre,148,76,41,31,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,0.5135135135135135
5,J09,Post,17,8,3,6,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,0.47058823529411764
5,J10,Pre,50,24,9,17,20240914,2024-09-14,Derrota,J05,0.0,0.0,76.0,6.01,1,0.48
5,J10,Post,162,63,50,49,20240914,2024-09-14,Derrota,J05,0.0,0.0,76.0,6.01,1,0.3888888888888889
5,J11,Pre,173,54,67,52,20240914,2024-09-14,Derrota,J05,1.0,0.0,78.0,6.97,1,0.31213872832369943
5,J11,Post,697,323,135,239,20240914,2024-09-14,Derrota,J05,1.0,0.0,78.0,6.97,1,0.4634146341463415
5,J12,Pre,144,60,32,52,20240914,2024-09-14,Derrota,J05,0.0,0.0,85.0,4.69,1,0.4166666666666667
5,J12,Post,183,40,70,73,20240914,2024-09-14,Derrota,J05,0.0,0.0,85.0,4.69,1,0.2185792349726776
5,J13,Pre,170,74,38,58,20240914,2024-09-14,Derrota,J05,0.0,0.0,38.0,6.65,1,0.43529411764705883
5,J13,Post,480,194,140,146,20240914,2024-09-14,Derrota,J05,0.0,0.0,38.0,6.65,1,0.4041666666666667
5,J14,Pre,13,5,2,6,20240914,2024-09-14,Derrota,J05,0.0,0.0,0.0,,0,0.38461538461538464
