aficionado_id,sesiones_totales,duracion_media_min,pantallas_totales,gasto_total_eur,tasa_apertura_notif
AF-0604916F82,404,10.633636363636363,657.0,46.67,0.6891891891891891
AF-063725924D,342,7.5011363636363635,447.0,30.580000000000002,0.5357142857142857
AF-063B0A5E2C,72,4.225909090909091,274.0,0.0,0.215311004784689
AF-064EE74A7A,341,7.1625000000000005,427.0,130.60999999999999,0.536697247706422
AF-06744EFE5F,377,9.463636363636363,602.0,181.73,0.5801886792452831
AF-06953068FD,321,7.820681818181819,447.0,11.17,0.5688888888888889
AF-06B85A6B73,346,8.438636363636364,557.0,0.0,0.5953488372093023
AF-06E796FFEA,409,10.356818181818182,648.0,127.33,0.6272727272727273
AF-076E09C67B,289,7.766590909090909,490.0,0.0,0.5048543689320388
AF-07F9EEAB2B,342,8.661818181818182,496.0,95.15,0.6
AF-084100F6BA,124,5.074545454545454,332.0,59.84,0.2608695652173913
AF-0854353552,273,7.046590909090909,457.0,185.86999999999998,0.4424778761061947
AF-0895EDF174,96,4.525227272727273,297.0,0.0,0.252212389380531
AF-08AE35D132,201,6.445454545454546,380.0,0.0,0.38396624472573837
AF-0931741F2F,116,4.988409090909091,338.0,0.0,0.29777777777777775
AF-098A269628,432,10.040454545454546,610.0,50.080000000000005,0.6467661691542289
AF-09BA2BDDC8,121,5.214772727272727,315.0,68.66,0.32338308457711445
AF-09F8233C0A,139,5.260909090909091,352.0,7.84,0.3177570093457944
AF-0A5B837F85,181,5.675681818181818,350.0,0.0,0.388646288209607
AF-0B4AC5DB6A,143,5.514772727272727,322.0,0.0,0.33962264150943394
AF-0BB1EECB70,168,5.361136363636364,325.0,95.45,0.4043478260869565
AF-0BB77388F8,7,0.6045454545454546,29.0,0.0,0.024875621890547265
AF-0BE48FF27F,406,9.01659090909091,576.0,2.27,0.6481481481481481
AF-0C4E00E7E1,140,4.973181818181818,293.0,12.22,0.2895927601809955
AF-0C9CC4E4EE,311,8.083181818181817,475.0,94.52,0.5118483412322274
AF-0CA63A9E97,85,4.077272727272727,299.0,0.0,0.26244343891402716
AF-0CA96F5218,349,8.982045454545455,574.0,51.17,0.5752212389380531
AF-0CB4F643E4,108,5.212727272727272,293.0,29.02,0.3148936170212766
AF-0CB99E2C3D,86,4.112727272727273,259.0,0.0,0.21818181818181817
AF-0D057E3DE5,11,0.6543181818181818,48.0,0.0,0.029850746268656716
AF-0D4054E384,413,8.847272727272726,548.0,173.99,0.6228070175438597
AF-0D781ADF95,153,6.053181818181818,366.0,0.0,0.3835616438356164
AF-0DA851833C,23,1.4186363636363637,92.0,0.0,0.11055276381909548
AF-0DFE1A6CDC,125,4.781136363636364,274.0,0.0,0.2925764192139738
AF-0E7B8E023C,420,9.44,586.0,130.86,0.6666666666666666
AF-0ED9E9E99B,7,0.6384090909090909,40.0,0.0,0.056818181818181816
AF-0EDCAE5ACC,386,9.61840909090909,606.0,246.71,0.5990783410138248
AF-0EF78F399C,4,0.3195454545454546,17.0,0.0,0.018404907975460124
AF-0F2D8761CA,311,9.586590909090908,574.0,98.69,0.6
AF-0FCB0832DC,385,7.202045454545455,430.0,43.67,0.5809128630705395
AF-0FDA4033C8,118,6.025454545454545,407.0,178.82,0.3076923076923077
AF-0FEF8001D4,97,4.294772727272727,253.0,0.0,0.27699530516431925
AF-1026E625A3,388,7.469545454545455,432.0,76.51,0.5605381165919282
AF-109665EFBB,168,6.981363636363636,406.0,9.14,0.33771929824561403
AF-10CB24817B,98,4.0434090909090905,232.0,0.0,0.2857142857142857
AF-11372DB658,25,1.7359090909090908,120.0,0.0,0.06735751295336788
AF-118042060B,55,3.3909090909090907,200.0,0.0,0.21621621621621623
AF-12623AE27D,324,7.958409090909091,501.0,48.58,0.5485436893203883
AF-12B11DAE37,266,8.913409090909092,473.0,13.3,0.4787234042553192
AF-12FA143294,375,10.17681818181818,587.0,92.78999999999999,0.6604651162790698
AF-130B2A515C,308,7.267499999999999,452.0,175.44,0.5167464114832536
AF-132738D11C,42,1.8120454545454547,101.0,21.97,0.14893617021276595
AF-13AA254FED,76,4.391136363636364,270.0,0.0,0.23671497584541062
AF-1414D8F783,319,8.324545454545454,545.0,121.79,0.4889867841409692
AF-143CB2A0E2,336,8.6525,511.0,62.379999999999995,0.5714285714285714
AF-144466BB86,29,2.5020454545454545,159.0,0.0,0.12105263157894737
AF-1474CF8C01,8,0.6247727272727274,56.0,0.0,0.04784688995215311
AF-14C1F00E40,359,8.19409090909091,507.0,45.69,0.6176470588235294
AF-1578816274,395,11.08181818181818,726.0,118.64000000000001,0.6299559471365639
AF-15816AB56F,279,7.626818181818181,473.0,68.13,0.4636363636363636
AF-158AEACECF,142,5.881818181818182,357.0,56.26,0.30165289256198347
AF-15E29CC1AE,374,8.664772727272727,506.0,85.9,0.6212121212121212
AF-1628E653BD,328,7.2475,433.0,14.39,0.4854771784232365
AF-1638AB16C0,36,1.6761363636363635,131.0,0.0,0.13089005235602094
AF-17229F8639,390,8.936363636363636,581.0,118.66999999999999,0.5535714285714286
AF-175D5B9CC0,90,4.256136363636364,278.0,0.0,0.23756906077348067
AF-176304C7EC,312,7.282045454545454,456.0,45.11,0.6008064516129032
AF-17BAD2C4FA,273,7.694999999999999,553.0,80.83,0.3612565445026178
AF-17D1B3DB60,452,9.617954545454545,568.0,107.25999999999999,0.6470588235294118
AF-17D4FD15EC,33,1.908409090909091,124.0,0.0,0.06432748538011696
AF-1861F92B84,8,0.5977272727272728,42.0,0.0,0.05759162303664921
AF-18C71B74AF,31,1.6706818181818184,112.0,0.0,0.12365591397849462
AF-18E12F0877,113,4.524090909090909,264.0,0.0,0.24120603015075376
AF-18E8F708B2,320,9.120681818181819,574.0,77.53999999999999,0.5980392156862745
AF-190D14C94B,36,2.125681818181818,145.0,0.0,0.11822660098522167
AF-19A52AA62C,126,4.527954545454545,282.0,108.0,0.31277533039647576
AF-19B9406F5D,291,8.763409090909091,560.0,49.1,0.5046296296296297
AF-19D6808718,95,3.9774999999999996,272.0,78.07,0.26582278481012656
AF-19E26A1D9B,354,9.098863636363637,529.0,0.0,0.6009389671361502
AF-1A078F03DE,266,7.085,493.0,37.66,0.4292929292929293
AF-1A96AEB0B6,397,9.089545454545455,584.0,0.0,0.695
AF-1ADD769D07,91,4.883636363636364,301.0,63.17,0.273972602739726
AF-1B0CD3857E,5,0.3552272727272727,19.0,0.0,0.016304347826086956
AF-1B195FCA16,345,9.0425,527.0,86.99000000000001,0.6268656716417911
AF-1B37904844,137,4.903863636363637,293.0,0.0,0.325
AF-1B80BD0EEF,146,5.112045454545455,316.0,0.0,0.27751196172248804
AF-1CB7246457,75,3.875681818181818,241.0,2.92,0.1895734597156398
AF-1CF8D4F535,112,4.32,279.0,0.0,0.36401673640167365
AF-1CFB2E5001,257,7.869772727272727,490.0,24.19,0.4482758620689655
AF-1D477AE65D,60,3.4279545454545453,219.0,0.0,0.15458937198067632
AF-1D6745E098,10,0.4218181818181818,19.0,0.0,0.029940119760479042
AF-1DE6615CB1,352,8.874545454545455,571.0,64.47,0.652542372881356
AF-1E19BCA10C,356,8.401363636363635,519.0,25.23,0.5502645502645502
AF-1E2E07EE37,165,5.738636363636363,350.0,104.57,0.31363636363636366
AF-1E52CA2E4F,124,4.3975,281.0,0.0,0.2679425837320574
AF-1E7698366F,9,0.48386363636363633,29.0,0.0,0.029239766081871343
AF-1EB6FB5CE7,256,7.8931818181818185,503.0,20.39,0.49327354260089684
AF-1EBC6DF383,388,9.277045454545455,598.0,41.5,0.6607142857142857
AF-1ED2719FF6,8,0.8863636363636364,53.0,0.0,0.06532663316582915
AF-1F0102AF9E,194,5.471590909090909,334.0,26.78,0.3789954337899543
AF-1FE768FF76,84,4.432727272727273,257.0,0.0,0.3193717277486911
AF-209893DA06,83,4.150681818181818,248.0,15.33,0.24644549763033174
AF-20A9CA7871,87,4.344545454545455,285.0,0.0,0.28502415458937197
AF-20E590D37E,107,5.326136363636364,307.0,0.0,0.29411764705882354
AF-20F26FED39,8,0.4777272727272727,28.0,0.0,0.05
AF-210A4263F3,127,5.168636363636364,322.0,35.89,0.324468085106383
AF-212B327B44,11,0.7004545454545454,43.0,0.0,0.03260869565217391
AF-2135549A0A,50,3.382727272727273,179.0,15.91,0.23873873873873874
AF-2256C2ABFF,351,8.532954545454546,509.0,125.07,0.6052631578947368
AF-228374CD90,329,8.32409090909091,504.0,0.0,0.5348837209302325
AF-22943BFCEF,135,4.505681818181818,299.0,0.0,0.3148148148148148
AF-22A56BDD5F,424,10.866818181818182,664.0,81.25,0.6428571428571429
AF-22BA54B7D7,76,4.004545454545454,237.0,0.0,0.17616580310880828
AF-22BCC89F0E,41,2.1834090909090906,139.0,0.0,0.1339712918660287
AF-22BE0089F9,287,9.952272727272726,649.0,15.07,0.5625
AF-2373DEFEFF,361,6.800454545454545,440.0,57.96,0.625
AF-23766020C5,146,5.172045454545454,291.0,18.13,0.34285714285714286
AF-23E7CD97FB,197,6.321818181818182,400.0,25.15,0.37109375
AF-2424356104,181,6.554090909090909,409.0,64.32000000000001,0.34051724137931033
AF-24B8528E33,132,4.970909090909091,307.0,77.19,0.2436548223350254
AF-24C5F81B6B,14,1.4611363636363635,100.0,0.0,0.046153846153846156
AF-25AC913C63,164,4.453181818181818,254.0,34.22,0.34615384615384615
AF-25C1C84C96,359,10.223863636363637,615.0,100.67,0.6635071090047393
AF-25D59959DF,401,10.347272727272728,659.0,7.45,0.6097560975609756
AF-2628656763,240,6.721590909090909,409.0,141.01,0.45622119815668205
AF-2628BC21AE,218,6.075,363.0,131.59,0.37727272727272726
AF-262CEEA441,331,8.235909090909091,503.0,119.94,0.5463414634146342
AF-26725729A2,289,8.021818181818183,478.0,15.06,0.509090909090909
AF-2672CB72CB,121,5.78590909090909,405.0,0.0,0.36363636363636365
AF-26CA954AD3,353,8.527727272727274,562.0,14.77,0.5429864253393665
AF-2709F3A6AE,140,5.297954545454545,367.0,0.0,0.3744075829383886
AF-2716298DF0,423,10.887045454545456,657.0,41.25,0.7644230769230769
AF-2766DA3912,89,4.570909090909091,297.0,57.86,0.24537037037037038
AF-2773ADC12A,366,8.281590909090909,525.0,32.15,0.5647668393782384
AF-27800CCF31,9,0.9445454545454546,48.0,0.0,0.08791208791208792
AF-27842FC71B,137,6.239090909090908,425.0,23.740000000000002,0.3033175355450237
AF-279F89F604,7,0.4527272727272727,23.0,0.0,0.04046242774566474
AF-27EBA3089B,15,1.3881818181818182,84.0,0.0,0.0546448087431694
AF-28139FE225,122,4.179318181818181,261.0,7.09,0.2608695652173913
AF-2815D39260,283,8.99840909090909,553.0,48.379999999999995,0.5176991150442478
AF-28802517C2,136,5.738409090909091,345.0,0.0,0.3087557603686636
AF-288B7E21E6,349,8.304318181818182,541.0,23.67,0.5520361990950227
AF-28ABDB39A6,346,9.192727272727273,618.0,62.2,0.6175115207373272
AF-28F2950862,4,0.3140909090909091,21.0,0.0,0.022857142857142857
AF-2942AC1745,336,8.40409090909091,491.0,4.81,0.6347826086956522
AF-2943D09E9B,389,9.91090909090909,617.0,98.62,0.5981735159817352
AF-2960F24BB7,40,2.7613636363636362,196.0,0.0,0.145
AF-29857A14B8,120,5.286818181818182,333.0,86.38,0.3287671232876712
AF-29C3C53493,165,5.262045454545454,330.0,0.0,0.3815789473684211
AF-29C3EECA07,385,10.1575,638.0,241.92000000000002,0.7073170731707317
AF-2A695FC7CF,39,1.9361363636363635,113.0,0.0,0.11330049261083744
AF-2A8FDD834A,295,7.3784090909090905,446.0,182.68,0.5258964143426295
AF-2AC349106C,287,7.571136363636364,454.0,137.72,0.5235849056603774
AF-2AE3C11A5A,360,9.754318181818181,566.0,86.34,0.5373831775700935
AF-2B0497B464,338,8.16909090909091,508.0,73.05,0.568075117370892
AF-2B3AB5061B,21,1.9502272727272727,99.0,0.0,0.08771929824561403
AF-2C5E0CD6CB,348,10.820454545454545,665.0,14.07,0.5953488372093023
AF-2C73FA4BD9,236,7.078181818181818,443.0,123.42,0.5435684647302904
AF-2C86A8F215,303,6.227045454545455,380.0,92.57,0.4908256880733945
AF-2C88736DDF,149,5.264545454545455,319.0,134.74,0.3024390243902439
AF-2CFBB16FDC,361,7.667045454545455,470.0,44.23,0.5990338164251208
AF-2D0C7858B3,9,0.6463636363636364,27.0,0.0,0.04145077720207254
AF-2D0CAF1507,384,9.579318181818183,596.0,0.0,0.6495327102803738
AF-2D318F03BF,9,0.858409090909091,60.0,0.0,0.055248618784530384
AF-2D617E94B7,256,8.114090909090908,461.0,46.480000000000004,0.4888888888888889
AF-2DD887D95A,375,9.915227272727272,600.0,26.66,0.5980861244019139
AF-2E38C94BD4,83,4.2088636363636365,267.0,0.0,0.23873873873873874
AF-2F95F1C24B,377,7.813181818181818,487.0,42.69,0.5892857142857143
AF-2FB03E3AE9,107,4.315227272727273,280.0,28.25,0.2747747747747748
AF-3005BC14AD,97,5.180909090909091,297.0,2.89,0.27319587628865977
AF-30342EA8A4,12,0.9777272727272727,61.0,0.0,0.03125
AF-30873AE9E8,294,7.840454545454546,509.0,95.37,0.5169082125603864
AF-30BA329EAB,74,4.326363636363636,263.0,0.0,0.2222222222222222
AF-30BE22DFD7,112,4.704090909090909,305.0,5.71,0.3383838383838384
AF-3120763946,48,3.4545454545454546,215.0,0.0,0.18143459915611815
AF-313D47FAE8,66,3.1806818181818177,192.0,0.0,0.2019704433497537
AF-314BAC5A5F,122,4.691818181818181,264.0,0.0,0.29130434782608694
AF-314C770EEA,87,3.918636363636364,264.0,0.0,0.2606837606837607
AF-31846F2740,129,5.767727272727273,329.0,74.78999999999999,0.334841628959276
AF-31A188280B,277,7.744318181818182,508.0,125.52000000000001,0.5493562231759657
AF-31D143245D,312,8.146590909090909,529.0,18.92,0.5592417061611374
AF-32A91B7529,132,5.539545454545455,332.0,0.55,0.34418604651162793
AF-32B6B8F809,302,8.314545454545454,536.0,221.35,0.5161290322580645
AF-32CBDF5462,334,10.612499999999999,634.0,10.57,0.5458715596330275
AF-333B9067DB,185,5.685227272727273,367.0,3.14,0.4444444444444444
AF-3371C210A8,156,5.979318181818181,371.0,110.13,0.3537117903930131
AF-33757C42FE,296,7.692954545454546,456.0,69.11,0.5432692307692307
AF-33F3C6A6EB,199,6.614318181818181,448.0,15.47,0.4434389140271493
AF-343DA5D07A,341,8.108863636363637,504.0,25.24,0.5581395348837209
AF-344FFC8646,96,4.608181818181818,269.0,0.0,0.25116279069767444
AF-3481B694D0,78,5.043181818181818,314.0,0.0,0.26406926406926406
AF-34A6D1DFE1,306,8.547045454545454,580.0,50.28,0.5040650406504065
AF-34F4154B2A,342,7.874318181818182,459.0,141.39,0.5466101694915254
AF-363F6CA59D,292,7.706136363636364,501.0,31.88,0.4553191489361702
AF-3650CA33C1,367,9.400681818181818,564.0,34.65,0.62
AF-3657255DA5,396,9.81,605.0,202.53,0.675
AF-3670E00446,311,9.38159090909091,507.0,40.99,0.5158371040723982
AF-3769394122,146,5.3725,320.0,0.0,0.34418604651162793
AF-37BE65B678,55,3.151590909090909,220.0,0.0,0.12935323383084577
AF-388E6F4188,311,9.489318181818183,624.0,122.50999999999999,0.494949494949495
AF-38C2B6EB67,319,9.784090909090908,631.0,87.96000000000001,0.5041666666666667
AF-38D0EEF4F8,412,10.011136363636364,660.0,180.23000000000002,0.5772727272727273
AF-39084F7A21,239,7.040454545454545,479.0,42.98,0.42081447963800905
AF-394723D4CA,450,8.901136363636363,569.0,142.06,0.7004830917874396
AF-396B804EB7,360,8.976590909090909,570.0,12.33,0.5420560747663551
AF-39AB1EBECF,10,1.0231818181818182,55.0,0.0,0.06451612903225806
AF-39E8D4984E,376,8.141818181818183,482.0,0.0,0.6167400881057269
AF-3A22B90256,18,1.3688636363636364,77.0,0.0,0.057692307692307696
AF-3A97ABB22B,279,7.399545454545454,445.0,1.45,0.5240174672489083
AF-3AF0E48B90,333,9.202727272727273,581.0,118.24,0.6292682926829268
AF-3B299DF653,414,12.869545454545454,835.0,20.63,0.6476683937823834
AF-3C8BF629BC,451,9.884545454545455,609.0,80.18,0.7209302325581395
AF-3D1827CA97,133,5.546136363636363,340.0,0.0,0.26666666666666666
AF-3D8B6C1E09,240,6.751818181818181,436.0,0.0,0.4375
AF-3DECBCDD7A,290,8.424090909090909,498.0,70.33,0.5226130653266332
AF-3E2E4F6732,215,7.184545454545455,430.0,225.35999999999999,0.3963963963963964
AF-3E62E6665C,71,3.3963636363636365,224.0,31.73,0.2361111111111111
AF-3E6A03AEB3,81,4.230227272727273,271.0,48.83,0.2982456140350877
AF-3E86F37048,210,6.307954545454546,398.0,35.88,0.375609756097561
AF-3EB5B4557D,5,0.5209090909090909,30.0,0.0,0.02617801047120419
AF-3EC455D7F5,363,7.964772727272727,516.0,9.93,0.5065502183406113
AF-3F4151907A,62,3.505,234.0,0.0,0.16113744075829384
AF-3F4CB2F03C,283,8.419772727272727,516.0,9.06,0.5607476635514018
AF-3F7F9DC5F1,4,0.3593181818181818,21.0,0.0,0.03260869565217391
AF-402AD584CD,130,4.641363636363637,292.0,0.0,0.3053097345132743
AF-40CB095453,295,8.331136363636363,532.0,63.32,0.5131578947368421
AF-4102267151,367,9.44090909090909,586.0,83.17,0.6061946902654868
AF-41088CF5D8,225,6.257954545454546,386.0,34.55,0.42792792792792794
AF-410E6E8E11,169,4.916590909090909,325.0,3.92,0.39436619718309857
AF-411A35070F,10,0.8277272727272728,48.0,0.0,0.06382978723404255
AF-411CCC972A,167,6.037045454545455,388.0,54.34,0.3481781376518219
AF-41551BABE4,430,9.647045454545456,597.0,90.75,0.7211538461538461
AF-4168AD29C5,194,6.180454545454546,363.0,0.0,0.42272727272727273
AF-41C7FA0A20,129,5.448636363636364,322.0,0.0,0.3285024154589372
AF-41E7C879CB,421,9.629545454545454,607.0,86.03,0.6125
AF-4365D154DA,80,3.644090909090909,217.0,0.0,0.24761904761904763
AF-436CF88C5F,18,1.1768181818181818,70.0,0.0,0.04736842105263158
AF-43BA9BE1C9,403,8.42159090909091,525.0,107.64999999999999,0.7393364928909952
AF-43EE528EDF,102,3.8306818181818185,253.0,50.08,0.2561576354679803
AF-445D60A9A5,282,6.696590909090909,444.0,45.5,0.5045454545454545
AF-450CD59F6A,160,5.166363636363636,300.0,26.16,0.33739837398373984
AF-4534C1FDBB,161,5.9725,371.0,0.0,0.3416666666666667
AF-456DBCBD82,21,1.2647727272727272,68.0,0.0,0.09375
AF-458AB9E5A2,208,7.228409090909091,453.0,65.27,0.40654205607476634
AF-45C9E33A76,268,7.721136363636364,472.0,0.0,0.465
AF-45E34ED468,441,9.473863636363635,612.0,27.96,0.6683417085427136
AF-46EC0EE389,16,1.0195454545454545,60.0,0.0,0.04678362573099415
AF-4751412723,285,7.611363636363635,512.0,18.79,0.5945945945945946
AF-4786E9AFE4,370,8.241136363636365,502.0,50.43,0.6
AF-47DD2669D9,371,8.949545454545454,536.0,65.02000000000001,0.5775862068965517
AF-483CA29082,256,6.716590909090908,381.0,61.67,0.4224137931034483
AF-4873F34A84,355,7.440681818181818,437.0,83.57,0.6329113924050633
AF-4964E872B3,14,1.3136363636363635,78.0,0.0,0.10396039603960396
AF-4977F3B974,316,7.9372727272727275,485.0,44.04,0.5062761506276151
AF-49783091D1,95,3.9829545454545454,254.0,0.0,0.2132701421800948
AF-499A26AB8C,112,5.079090909090909,305.0,3.85,0.2675438596491228
AF-499D2E6E40,100,5.133409090909091,342.0,0.0,0.27522935779816515
AF-49B98FC918,147,5.551363636363636,329.0,0.0,0.3574660633484163
AF-49C5626CAB,142,4.232727272727273,280.0,0.0,0.3627906976744186
AF-4A4B564F27,75,5.239318181818182,299.0,108.68,0.24019607843137256
AF-4A4C86C7A3,54,3.6345454545454543,199.0,37.37,0.2590909090909091
AF-4A5049FDAB,161,5.432954545454546,349.0,14.39,0.35353535353535354
AF-4A517DC606,23,2.049318181818182,117.0,0.0,0.13966480446927373
AF-4A556848A6,178,6.485681818181818,385.0,99.9,0.39737991266375544
AF-4A63AFC2B0,330,7.528181818181818,466.0,183.22,0.6043478260869565
AF-4A902DE8AB,325,7.019090909090909,436.0,20.66,0.6071428571428571
AF-4A93FE6190,220,7.5425,437.0,25.43,0.4458874458874459
AF-4ACB7D54DA,432,9.446818181818182,621.0,60.7,0.645933014354067
AF-4AFBC4265B,133,6.27340909090909,354.0,24.58,0.31877729257641924
AF-4B05943E7E,74,3.9695454545454543,239.0,0.0,0.25
AF-4BC871B236,88,3.5388636363636365,204.0,0.0,0.2926829268292683
AF-4C7273FFED,30,1.7847727272727274,113.0,0.0,0.11917098445595854
AF-4C8F46E88C,300,7.801818181818181,466.0,91.31,0.5608695652173913
AF-4D054E41A1,357,8.475454545454546,500.0,103.80000000000001,0.589622641509434
AF-4D11665E35,87,4.844318181818182,289.0,0.0,0.3047619047619048
AF-4DCFDC2E87,373,9.147272727272728,530.0,69.75999999999999,0.6161616161616161
AF-4E051C1234,59,3.3443181818181817,213.0,15.39,0.2037037037037037
AF-4E9B4E9B17,156,6.631136363636363,385.0,0.0,0.40969162995594716
AF-4EAC975B19,105,3.6965909090909093,226.0,0.0,0.2843601895734597
AF-4EC82DA97D,370,9.51590909090909,598.0,97.61,0.5818965517241379
AF-4ECA50849E,294,8.112727272727271,488.0,106.77,0.4933920704845815
AF-4EF160F776,157,5.380227272727272,318.0,31.98,0.34299516908212563
AF-4EF66EABD0,359,7.903863636363636,491.0,7.51,0.5876777251184834
AF-4F09C94F6B,89,4.7025,293.0,0.0,0.29338842975206614
AF-4F0E7535D6,318,7.881363636363636,493.0,48.3,0.5643153526970954
AF-4F2DE3F242,80,3.4040909090909093,204.0,65.61,0.2565217391304348
AF-4FA4691EDF,130,6.534545454545454,399.0,0.0,0.30434782608695654
AF-4FB4571648,204,5.017727272727273,322.0,89.89,0.38388625592417064
AF-4FB9134E94,343,8.833636363636364,547.0,61.78,0.6351351351351351
AF-4FEBC00860,8,0.5775,38.0,0.0,0.038461538461538464
AF-500EEF08ED,91,4.166818181818182,233.0,0.0,0.26200873362445415
AF-5042777831,125,5.134772727272727,317.0,144.13,0.3386243386243386
AF-5057911E8E,30,2.726818181818182,179.0,0.0,0.0947867298578199
AF-508301F7A4,96,4.992727272727273,303.0,0.0,0.2074688796680498
AF-50835C43DB,88,3.6743181818181823,223.0,114.5,0.22916666666666666
AF-508613CFE6,88,4.961590909090909,311.0,0.0,0.22580645161290322
AF-50BC47A6C5,360,9.423636363636364,567.0,17.83,0.6141078838174274
AF-51866E949E,234,8.68818181818182,510.0,0.0,0.537117903930131
AF-51C31238CB,44,2.0386363636363636,121.0,0.0,0.1318181818181818
AF-528946D5C2,103,4.693409090909091,287.0,0.0,0.3333333333333333
AF-52B3CC58FE,40,3.210681818181818,179.0,0.0,0.17307692307692307
AF-53789159B9,306,7.760227272727272,484.0,48.2,0.5311004784688995
AF-53D9381CF3,64,4.046590909090909,243.0,0.0,0.233502538071066
AF-5495BF12B4,84,4.38909090909091,301.0,0.0,0.2565217391304348
AF-54BEA61E2E,69,3.792954545454545,236.0,0.0,0.23267326732673269
AF-54C581C079,33,2.245227272727273,144.0,0.0,0.12037037037037036
AF-5503C9A8B6,111,5.267272727272727,340.0,0.0,0.3073170731707317
AF-553ACB8B1B,40,2.7490909090909095,151.0,0.0,0.17326732673267325
AF-55F2EBDC8C,111,4.184318181818182,254.0,0.0,0.3094170403587444
AF-565236F9D3,418,8.410227272727273,501.0,117.75,0.7216981132075472
AF-567C070403,8,0.6806818181818182,55.0,0.0,0.05913978494623656
AF-56CBCA4EC9,351,9.097954545454545,588.0,70.75,0.6899563318777293
AF-56F4273020,7,0.5697727272727273,24.0,26.04,0.046875
AF-5726AA5B69,275,6.2225,387.0,34.349999999999994,0.49261083743842365
AF-57809F6A2C,11,0.9595454545454545,72.0,0.0,0.05
AF-579F310140,419,10.524318181818181,646.0,19.46,0.6132075471698113
AF-57A3CA65E8,93,4.89,288.0,0.0,0.27
AF-57B2FF516F,164,5.51409090909091,354.0,0.0,0.36548223350253806
AF-57CBA26542,110,4.704318181818182,315.0,15.67,0.32926829268292684
AF-57CD8166FE,141,5.749090909090909,364.0,0.0,0.30701754385964913
AF-58273DDA6C,387,9.139999999999999,536.0,0.0,0.6558139534883721
AF-584A573282,367,10.088636363636363,612.0,138.78,0.6318407960199005
AF-58A3704A4C,329,8.998863636363636,580.0,66.92,0.49238578680203043
AF-590175AA46,131,5.975454545454546,384.0,0.0,0.2796208530805687
AF-59542D6595,485,11.09,708.0,95.69999999999999,0.71900826446281
AF-5987FC9E2D,20,1.7713636363636363,108.0,0.0,0.10426540284360189
AF-598AB2DA8A,70,4.1256818181818184,284.0,0.0,0.2436548223350254
AF-59B8D10F7D,28,2.2252272727272726,128.0,0.0,0.0967741935483871
AF-5A1ABBCCE9,104,3.9529545454545456,248.0,0.0,0.23232323232323232
AF-5A30EADD73,442,10.12159090909091,585.0,131.92000000000002,0.6681034482758621
AF-5A5E14FC09,315,7.82659090909091,493.0,56.05,0.5694444444444444
AF-5A65CCA561,47,3.4122727272727276,207.0,0.0,0.1497584541062802
AF-5A7247B06E,10,0.9545454545454546,63.0,0.0,0.0663265306122449
AF-5AB22884B3,371,8.61,517.0,351.65,0.6059113300492611
AF-5BAC285A91,424,7.630454545454546,515.0,90.57,0.6543778801843319
AF-5C7EC9EFC8,354,8.335227272727273,503.0,44.68,0.545045045045045
AF-5CE06EC95B,141,5.058409090909091,299.0,42.94,0.3112244897959184
AF-5CEC3B7B77,136,5.044545454545455,337.0,29.659999999999997,0.3939393939393939
AF-5D576E670F,42,2.8629545454545453,161.0,0.0,0.19158878504672897
AF-5D71B1690F,303,8.519090909090908,548.0,215.24,0.533678756476684
